position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Hirano,Ayumu,JPN,20,"1998-11-29 00:00:00",79046,9300658,"3 / (4)",921.27
2,Ladley,Matthew,USA,28,"1991-05-17 00:00:00",69253,,"3 / (6)",822.80
3,Podladtchikov,Iouri,SUI,31,"1988-09-13 00:00:00",66812,9510223,"3 / (5)",749.24
4,Gold,Taylor,USA,25,"1993-11-17 00:00:00",76866,9530459,"3 / (3)",731.96
5,Hiraoka,Taku,JPN,24,"1995-10-29 00:00:00",82297,9300507,"3 / (5)",701.13
6,Scherrer,Jan,SUI,25,"1994-07-11 00:00:00",63890,9510228,"3 / (6)",673.43
7,Aono,Ryo,JPN,29,"1990-05-15 00:00:00",73914,9300018,"3 / (6)",669.87
8,Burgener,Patrick,SUI,25,"1994-06-01 00:00:00",72989,9510239,"3 / (7)",658.09
9,Esser,Brett,USA,27,"1992-10-12 00:00:00",72779,9530372,"3 / (6)",647.96
10,Haller,Christian,SUI,30,"1989-10-28 00:00:00",40293,7510051,"3 / (6)",623.86
11,Ferguson,Ben,USA,24,"1995-01-21 00:00:00",76852,9530659,"3 / (4)",618.07
12,Longo,Arthur,FRA,31,"1988-07-21 00:00:00",23085,1753372,"3 / (3)",612.33
13,Bretz,Gregory,USA,28,"1990-12-19 00:00:00",74788,9530058,"3 / (5)",583.60
14,Ferguson,Gabe,USA,20,"1999-04-16 00:00:00",76868,9531061,"3 / (7)",576.72
15,Katayama,Raibu,JPN,24,"1995-05-04 00:00:00",83805,9300545,"3 / (7)",546.21
16,Ando,Naito,JPN,21,"1997-11-20 00:00:00",86198,9300620,"3 / (5)",541.61
17,Pates,Jake,USA,21,"1998-07-30 00:00:00",82989,9530983,"3 / (5)",532.10
18,James,Scotty,AUS,25,"1994-07-06 00:00:00",74836,9040117,"3 / (4)",523.88
19,Habluetzel,David,SUI,23,"1996-04-24 00:00:00",76229,9510324,"3 / (4)",518.62
20,Zhang,Yiwei,CHN,27,"1992-10-03 00:00:00",80528,1124933,"3 / (3)",505.27
21,Imai,Ikumi,JPN,23,"1996-09-03 00:00:00",78688,9300590,"3 / (4)",500.47
22,Josey,Chase,USA,24,"1995-03-31 00:00:00",78302,9530715,"3 / (7)",497.46
23,Callister,Kent,AUS,24,"1995-11-09 00:00:00",80780,9040186,"3 / (4)",486.21
24,Wachendorfer,Ryan,USA,23,"1996-02-03 00:00:00",81197,9530811,"3 / (8)",478.90
25,Johnstone,Nathan,AUS,29,"1990-02-09 00:00:00",72769,7040113,"3 / (5)",477.31
26,Okamoto,Wataru,JPN,20,"1999-03-10 00:00:00",89572,9300697,"3 / (5)",409.02
27,Farrow,Benji,USA,27,"1992-03-08 00:00:00",74227,,"3 / (5)",398.14
28,Baisamy,Johann,FRA,30,"1989-05-18 00:00:00",47057,7326738,"3 / (7)",395.63
29,Miller,Toby,USA,19,"2000-02-14 00:00:00",83042,9531142,"3 / (8)",394.53
30,Davis,Danny,USA,31,"1988-06-22 00:00:00",60369,9530002,"3 / (4)",387.15
31,Blackwell,Chase,USA,20,"1999-02-27 00:00:00",85114,9531125,"3 / (10)",378.85
32,Jacobson,Nathan,USA,21,"1998-03-29 00:00:00",84013,9530976,"3 / (8)",364.57
33,Livingston,Derek,CAN,28,"1991-01-05 00:00:00",79209,9100194,"3 / (9)",358.78
34,Henkes,Justus,USA,18,"2001-04-03 00:00:00",82666,9531241,"3 / (6)",353.82
35,Nedefuji,Ayumu,JPN,25,"1994-04-07 00:00:00",76764,9300462,"3 / (4)",353.39
36,Malin,Markus,FIN,32,"1987-05-28 00:00:00",18493,1184968,"3 / (3)",351.10
37,White,Shaun,USA,33,"1986-09-03 00:00:00",40091,1665393,"1 / (1)",333.33
38,Niblett,Trevor,CAN,27,"1992-09-11 00:00:00",77452,9100302,"3 / (8)",323.78
39,Bowman,Joshua,USA,21,"1998-08-08 00:00:00",82668,9531115,"3 / (8)",313.97
40,Kim,"Ho Jun",KOR,29,"1990-05-01 00:00:00",79955,9320004,"3 / (4)",308.28
41,Ravnjak,Tim-Kevin,SLO,23,"1996-11-05 00:00:00",75550,9560152,"3 / (4)",308.14
42,Hoepfl,Johannes,GER,24,"1995-08-12 00:00:00",77864,9200089,"3 / (7)",304.10
43,Anai,Ikko,JPN,21,"1997-12-17 00:00:00",82290,9300617,"2 / (2)",292.57
44,Shaw,Spencer,USA,26,"1993-01-29 00:00:00",19996,,"3 / (3)",289.53
45,"O Connor",Seamus,IRL,22,"1997-10-04 00:00:00",75808,1274973,"3 / (4)",282.63
46,Hermann,Yannick,SUI,22,"1997-01-05 00:00:00",86706,9510351,"3 / (5)",279.67
