position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Gold,Taylor,USA,25,"1993-11-17 00:00:00",76866,9530459,"3 / (5)",900.00
2,Zhang,Yiwei,CHN,27,"1992-10-03 00:00:00",80528,1124933,"3 / (6)",795.95
3,Hiraoka,Taku,JPN,24,"1995-10-29 00:00:00",82297,9300507,"3 / (6)",782.58
4,James,Scotty,AUS,25,"1994-07-06 00:00:00",74836,9040117,"3 / (6)",706.51
5,Podladtchikov,Iouri,SUI,31,"1988-09-13 00:00:00",66812,9510223,"3 / (4)",706.10
6,Hirano,Ayumu,JPN,20,"1998-11-29 00:00:00",79046,9300658,"3 / (3)",692.77
7,Davis,Danny,USA,31,"1988-06-22 00:00:00",60369,9530002,"3 / (4)",682.10
8,Habluetzel,David,SUI,23,"1996-04-24 00:00:00",76229,9510324,"3 / (3)",677.00
9,Ferguson,Ben,USA,24,"1995-01-21 00:00:00",76852,9530659,"3 / (5)",665.66
10,Bretz,Gregory,USA,28,"1990-12-19 00:00:00",74788,9530058,"3 / (5)",662.90
11,Vito,Louie,USA,31,"1988-03-20 00:00:00",64517,7535030,"3 / (3)",597.81
12,Callister,Kent,AUS,24,"1995-11-09 00:00:00",80780,9040186,"3 / (6)",556.09
13,Pates,Jake,USA,21,"1998-07-30 00:00:00",82989,9530983,"3 / (8)",541.90
14,Haller,Christian,SUI,30,"1989-10-28 00:00:00",40293,7510051,"3 / (5)",540.19
15,Ravnjak,Tim-Kevin,SLO,23,"1996-11-05 00:00:00",75550,9560152,"3 / (6)",531.92
16,Aono,Ryo,JPN,29,"1990-05-15 00:00:00",73914,9300018,"3 / (5)",526.93
17,Josey,Chase,USA,24,"1995-03-31 00:00:00",78302,9530715,"3 / (4)",515.55
18,Esser,Brett,USA,27,"1992-10-12 00:00:00",72779,9530372,"3 / (4)",506.05
19,"O Connor",Seamus,IRL,22,"1997-10-04 00:00:00",75808,1274973,"3 / (4)",466.84
20,Ferguson,Gabe,USA,20,"1999-04-16 00:00:00",76868,9531061,"3 / (6)",449.52
21,Johnstone,Nathan,AUS,29,"1990-02-09 00:00:00",72769,7040113,"3 / (4)",444.32
22,Baisamy,Johann,FRA,30,"1989-05-18 00:00:00",47057,7326738,"3 / (4)",441.83
23,Sato,Syuhei,JPN,32,"1987-09-07 00:00:00",73938,7300000,"3 / (5)",434.60
24,Scherrer,Jan,SUI,25,"1994-07-11 00:00:00",63890,9510228,"3 / (4)",434.17
25,Anai,Ikko,JPN,21,"1997-12-17 00:00:00",82290,9300617,"3 / (6)",394.53
26,"Van der wal",Dolf,NED,32,"1987-07-21 00:00:00",72741,1404958,"3 / (4)",386.94
27,Lee,"Kwang Ki",KOR,26,"1993-10-13 00:00:00",79924,9320033,"3 / (6)",377.17
28,Nedefuji,Ayumu,JPN,25,"1994-04-07 00:00:00",76764,9300462,"3 / (5)",373.17
29,Korpi,Janne,FIN,33,"1986-02-05 00:00:00",39070,1184963,"3 / (5)",371.66
30,Livingston,Derek,CAN,28,"1991-01-05 00:00:00",79209,9100194,"3 / (6)",365.23
31,Yoshida,Masakaze,JPN,24,"1994-11-22 00:00:00",76149,9300492,"3 / (4)",347.03
32,Farrow,Benji,USA,27,"1992-03-08 00:00:00",74227,,"3 / (3)",335.92
33,Shi,Wancheng,CHN,29,"1990-08-13 00:00:00",77443,1124910,"2 / (2)",334.01
34,Longo,Arthur,FRA,31,"1988-07-21 00:00:00",23085,1753372,"3 / (3)",333.05
35,Miller,Toby,USA,19,"2000-02-14 00:00:00",83042,9531142,"3 / (6)",331.59
36,Imai,Ikumi,JPN,23,"1996-09-03 00:00:00",78688,9300590,"3 / (4)",327.04
37,Kondo,Alexander,USA,25,"1994-08-21 00:00:00",80766,9530793,"3 / (8)",323.57
38,Katayama,Raibu,JPN,24,"1995-05-04 00:00:00",83805,9300545,"3 / (5)",311.45
39,Martin,Brad,CAN,33,"1986-08-12 00:00:00",48370,7100058,"3 / (5)",305.81
40,Hoepfl,Johannes,GER,24,"1995-08-12 00:00:00",77864,9200089,"3 / (5)",301.55
41,Jacobson,Nathan,USA,21,"1998-03-29 00:00:00",84013,9530976,"3 / (6)",299.20
42,Suwa,Hiroki,JPN,38,"1981-05-05 00:00:00",72738,,"3 / (4)",290.69
43,Wachendorfer,Ryan,USA,23,"1996-02-03 00:00:00",81197,9530811,"3 / (6)",285.56
44,Malin,Markus,FIN,32,"1987-05-28 00:00:00",18493,1184968,"3 / (6)",280.91
45,Schaerer,Michael,SUI,22,"1996-12-23 00:00:00",76241,9510290,"3 / (4)",275.99
46,White,Shaun,USA,33,"1986-09-03 00:00:00",40091,1665393,"1 / (1)",270.73
47,Jones,Quinton,USA,23,"1996-08-14 00:00:00",81825,9530785,"3 / (5)",269.35
48,Tonteri,Roope,FIN,27,"1992-03-18 00:00:00",71927,9180063,"3 / (3)",264.53
49,Hermann,Yannick,SUI,22,"1997-01-05 00:00:00",86706,9510351,"3 / (9)",259.69
50,Pettit,Robert,USA,24,"1995-09-19 00:00:00",82543,9530913,"3 / (5)",249.21
51,Lipscomb,Crispin,CAN,40,"1979-08-07 00:00:00",31777,,"3 / (3)",248.63
52,Ladley,Matthew,USA,28,"1991-05-17 00:00:00",69253,,"2 / (2)",243.59
53,Avtaneev,Nikita,RUS,24,"1995-03-09 00:00:00",86316,9480374,"3 / (4)",241.47
54,Gardner,Drayden,USA,20,"1999-10-04 00:00:00",77878,9531062,"3 / (4)",234.25
55,Sandbech,Staale,NOR,26,"1993-06-03 00:00:00",74165,9420072,"3 / (3)",233.54
56,"KRALJ KOS",Max,SLO,,,81399,9560168,"3 / (6)",233.33
57,Smalley,Carter,USA,23,"1996-05-24 00:00:00",79369,,"3 / (5)",226.83
58,Stante,Tit,SLO,21,"1998-10-11 00:00:00",80748,9560193,"3 / (7)",224.74
59,Hunt,Chandler,USA,21,"1998-11-04 00:00:00",81146,9530994,"3 / (3)",223.98
60,Hosokawa,Kosuke,JPN,29,"1990-10-30 00:00:00",73930,,"2 / (2)",221.61
61,Steinke,Corey,USA,23,"1996-06-06 00:00:00",82978,,"3 / (5)",216.59
62,Otsuka,Reo,JPN,,,87725,9300553,"3 / (4)",216.05
63,Shaw,Spencer,USA,26,"1993-01-29 00:00:00",19996,,"2 / (2)",214.22
64,Kweon,Leejun,KOR,22,"1997-10-24 00:00:00",86412,9320093,"3 / (7)",211.45
65,Chaney,Cameron,USA,20,"1999-06-30 00:00:00",82076,,"3 / (3)",210.68
66,Kralj,Jan,SLO,24,"1995-03-03 00:00:00",75835,9560151,"3 / (3)",205.45
67,Niblett,Trevor,CAN,27,"1992-09-11 00:00:00",77452,9100302,"3 / (5)",202.99
68,Staveley,Luke,AUS,20,"1999-11-03 00:00:00",75459,9040199,"3 / (6)",201.97
69,Black,Zachary,USA,,,72285,9530120,"2 / (2)",200.24
70,Ciccarelli,Michael,CAN,23,"1996-09-04 00:00:00",79384,9100401,"3 / (4)",195.05
71,Barrett,Tanner,USA,24,"1995-07-14 00:00:00",79383,,"3 / (4)",193.30
72,Sutter,"Gian Andrea",SUI,20,"1999-03-26 00:00:00",87634,9510362,"3 / (6)",184.85
73,Senzaki,Shota,JPN,24,"1995-03-26 00:00:00",86201,9300561,"3 / (4)",183.36
74,Nordgaard,Trym,NOR,27,"1992-05-26 00:00:00",73222,9420084,"2 / (2)",179.48
75,Ruegg,Thomas,SUI,37,"1982-04-25 00:00:00",66838,1514973,"2 / (2)",179.35
76,Kudo,Kohei,JPN,29,"1990-02-09 00:00:00",70324,9300011,"2 / (2)",176.15
77,Gschaider,Simon,AUT,21,"1998-01-22 00:00:00",87703,9050234,"3 / (5)",175.36
78,Lago,Scotty,USA,31,"1987-12-11 00:00:00",72253,,"3 / (3)",175.16
79,Kharitonov,Pavel,RUS,,,68522,9480058,"2 / (2)",174.67
81,Okamoto,Wataru,JPN,20,"1999-03-10 00:00:00",89572,9300697,"3 / (4)",172.49
82,Abe,Yuusuke,JPN,,,74712,,"3 / (3)",170.82
83,Stecher,Menduri,SUI,22,"1997-09-04 00:00:00",82752,9510365,"3 / (5)",167.82
84,Farrell,Lyon,USA,20,"1998-11-22 00:00:00",88493,9531213,"3 / (5)",163.97
85,Laari,Ilkka-Eemeli,FIN,30,"1989-05-29 00:00:00",69456,9180024,"2 / (2)",163.32
86,Grimsrud,"Per Iver",NOR,36,"1983-09-21 00:00:00",29022,,"2 / (2)",160.62
87,Perseus,Laurens,SUI,19,"2000-11-09 00:00:00",85764,9510390,"3 / (5)",159.70
88,Bowman,Joshua,USA,21,"1998-08-08 00:00:00",82668,9531115,"3 / (4)",159.65
89,Allenspach,"Elias Gian",SUI,18,"2001-05-14 00:00:00",88792,,"3 / (5)",157.06
90,Mensch,Joseph,USA,27,"1992-01-24 00:00:00",72299,,"2 / (2)",154.59
91,Woo,"Jae Won",KOR,,,77304,9320052,"3 / (4)",154.19
92,Tarasov,Sergey,RUS,31,"1988-09-05 00:00:00",68730,9480026,"3 / (3)",153.93
93,Aota,Wataru,JPN,,,91501,9300741,"3 / (4)",152.93
94,Fuhrmann,Nicolas,FRA,25,"1994-10-25 00:00:00",77866,9190198,"3 / (3)",152.46
95,Cox,Matthew,AUS,21,"1998-06-09 00:00:00",75364,9040200,"3 / (3)",149.80
96,Courtier-Jones,Lewis,GBR,24,"1995-07-22 00:00:00",72901,9220002,"3 / (4)",149.48
97,Kodani,Takurou,JPN,,,89494,,"3 / (4)",149.40
98,Shuler,Gus,USA,24,"1995-04-17 00:00:00",80757,9530848,"3 / (5)",148.09
99,Laesser,Martin,SUI,21,"1998-01-24 00:00:00",86861,9510407,"3 / (3)",148.05
100,Oosawa,Yuusuke,JPN,,,87953,,"3 / (4)",147.50
101,Menth,Ralph,SUI,22,"1997-07-02 00:00:00",82801,9510312,"3 / (5)",147.48
102,Kilner,Ben,GBR,31,"1988-08-21 00:00:00",72478,1224939,"2 / (2)",146.58
103,Bosch,Anthon,RSA,23,"1996-04-16 00:00:00",84589,9500128,"3 / (4)",145.63
104,Prietl,Florian,AUT,23,"1996-01-12 00:00:00",82829,9050209,"3 / (4)",144.59
105,Brownrigg,Dru,USA,22,"1997-07-09 00:00:00",80778,9530938,"3 / (3)",143.61
106,Fujita,Kazuumi,JPN,29,"1990-07-04 00:00:00",73915,,"1 / (1)",143.59
107,Itano,Norimasa,JPN,,,87958,,"3 / (4)",143.15
108,Lundsor,Rune,NOR,,,74152,,"2 / (2)",143.14
109,Ivanov,Victor,SUI,20,"1999-03-21 00:00:00",86860,9510386,"3 / (5)",142.19
110,Ando,Naito,JPN,21,"1997-11-20 00:00:00",86198,9300620,"3 / (3)",141.59
111,Vandeweyer,Stef,BEL,20,"1999-08-06 00:00:00",75555,9060009,"3 / (4)",140.60
112,Eckert,Luis,GER,23,"1996-08-05 00:00:00",80749,9200104,"2 / (2)",140.09
