position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,James,Scotty,AUS,25,"1994-07-06 00:00:00",74836,9040117,"3 / (7)",969.33
2,White,Shaun,USA,33,"1986-09-03 00:00:00",40091,1665393,"3 / (5)",902.67
3,Josey,Chase,USA,24,"1995-03-31 00:00:00",78302,9530715,"3 / (6)",798.73
4,Podladtchikov,Iouri,SUI,31,"1988-09-13 00:00:00",66812,9510223,"3 / (7)",774.29
5,Burgener,Patrick,SUI,25,"1994-06-01 00:00:00",72989,9510239,"3 / (8)",728.48
6,Zhang,Yiwei,CHN,27,"1992-10-03 00:00:00",80528,1124933,"3 / (6)",679.58
7,Katayama,Raibu,JPN,24,"1995-05-04 00:00:00",83805,9300545,"3 / (4)",677.87
8,Ladley,Matthew,USA,28,"1991-05-17 00:00:00",69253,,"3 / (4)",670.34
9,Ferguson,Ben,USA,24,"1995-01-21 00:00:00",76852,9530659,"3 / (5)",596.65
10,Scherrer,Jan,SUI,25,"1994-07-11 00:00:00",63890,9510228,"3 / (7)",589.34
11,Bretz,Gregory,USA,28,"1990-12-19 00:00:00",74788,9530058,"3 / (5)",589.31
12,Wachendorfer,Ryan,USA,23,"1996-02-03 00:00:00",81197,9530811,"3 / (7)",576.21
13,Vito,Louie,USA,31,"1988-03-20 00:00:00",64517,7535030,"3 / (4)",574.01
14,Ando,Naito,JPN,21,"1997-11-20 00:00:00",86198,9300620,"3 / (6)",555.09
15,Aono,Ryo,JPN,29,"1990-05-15 00:00:00",73914,9300018,"3 / (4)",551.79
16,Davis,Danny,USA,31,"1988-06-22 00:00:00",60369,9530002,"3 / (3)",538.69
17,Yamagata,Yasuaki,JPN,,,84641,9300595,"3 / (4)",531.32
18,Hiraoka,Taku,JPN,24,"1995-10-29 00:00:00",82297,9300507,"3 / (4)",529.99
19,Habluetzel,David,SUI,23,"1996-04-24 00:00:00",76229,9510324,"3 / (6)",523.95
20,Imai,Ikumi,JPN,23,"1996-09-03 00:00:00",78688,9300590,"3 / (5)",495.78
21,Anai,Ikko,JPN,21,"1997-12-17 00:00:00",82290,9300617,"3 / (8)",492.49
22,Pates,Jake,USA,21,"1998-07-30 00:00:00",82989,9530983,"3 / (5)",488.36
23,Callister,Kent,AUS,24,"1995-11-09 00:00:00",80780,9040186,"3 / (6)",469.69
24,Malin,Markus,FIN,32,"1987-05-28 00:00:00",18493,1184968,"3 / (5)",469.09
25,Totsuka,Yuto,JPN,,,81763,9300752,"3 / (4)",467.30
26,Gold,Taylor,USA,25,"1993-11-17 00:00:00",76866,9530459,"3 / (3)",426.22
27,Blackwell,Chase,USA,20,"1999-02-27 00:00:00",85114,9531125,"3 / (9)",423.51
28,Miller,Toby,USA,19,"2000-02-14 00:00:00",83042,9531142,"3 / (11)",402.55
29,Nedefuji,Ayumu,JPN,25,"1994-04-07 00:00:00",76764,9300462,"3 / (7)",383.46
30,Johnstone,Nathan,AUS,29,"1990-02-09 00:00:00",72769,7040113,"3 / (7)",359.43
31,Ferguson,Gabe,USA,20,"1999-04-16 00:00:00",76868,9531061,"3 / (4)",358.81
32,Imai,Rogu,JPN,,,87176,9300656,"3 / (4)",354.06
33,Lee,Minsik,KOR,19,"2000-07-05 00:00:00",91111,9320133,"3 / (9)",349.10
34,Shi,Wancheng,CHN,29,"1990-08-13 00:00:00",77443,1124910,"3 / (4)",342.05
35,Cho,Hyeonmin,KOR,,,94552,9320174,"3 / (6)",333.33
36,"O Connor",Seamus,IRL,22,"1997-10-04 00:00:00",75808,1274973,"3 / (4)",322.46
37,Lee,"Kwang Ki",KOR,26,"1993-10-13 00:00:00",79924,9320033,"3 / (9)",319.88
38,Okamoto,Wataru,JPN,20,"1999-03-10 00:00:00",89572,9300697,"3 / (4)",318.13
39,Igarashi,Ryo,JPN,,,92064,9300666,"3 / (3)",315.79
40,Hoeflich,Andre,GER,22,"1997-04-28 00:00:00",81378,9200110,"3 / (7)",315.55
41,Aota,Wataru,JPN,,,91501,9300741,"3 / (4)",312.65
42,Kuchisubo,Raio,JPN,18,"2001-06-09 00:00:00",89482,9300754,"3 / (4)",306.73
43,Allenspach,"Elias Gian",SUI,18,"2001-05-14 00:00:00",88792,,"3 / (7)",305.18
44,Hirano,Eiju,JPN,24,"1995-07-23 00:00:00",73955,9300508,"3 / (3)",304.44
45,Avtaneev,Nikita,RUS,24,"1995-03-09 00:00:00",86316,9480374,"3 / (6)",300.02
46,Tait,Rakai,NZL,20,"1998-12-11 00:00:00",85111,9531158,"3 / (5)",299.96
47,Bowman,Joshua,USA,21,"1998-08-08 00:00:00",82668,9531115,"3 / (9)",298.03
48,Livingston,Derek,CAN,28,"1991-01-05 00:00:00",79209,9100194,"3 / (9)",294.36
49,Kweon,Leejun,KOR,22,"1997-10-24 00:00:00",86412,9320093,"3 / (9)",294.18
50,Hirano,Ayumu,JPN,20,"1998-11-29 00:00:00",79046,9300658,"2 / (2)",282.03
51,Henkes,Justus,USA,18,"2001-04-03 00:00:00",82666,9531241,"3 / (3)",279.61
52,Pettit,Robert,USA,24,"1995-09-19 00:00:00",82543,9530913,"3 / (4)",275.32
53,Hirano,Kaishu,JPN,,,95889,9300803,"3 / (3)",272.46
54,Ivanov,Victor,SUI,20,"1999-03-21 00:00:00",86860,9510386,"3 / (7)",260.03
55,Niblett,Trevor,CAN,27,"1992-09-11 00:00:00",77452,9100302,"3 / (7)",255.11
56,Andrews,Freeman,NZL,22,"1997-10-05 00:00:00",88494,9410041,"3 / (7)",251.97
57,Tourki,Liam,FRA,20,"1999-03-25 00:00:00",81604,9190385,"3 / (5)",250.74
58,Haller,Christian,SUI,30,"1989-10-28 00:00:00",40293,7510051,"2 / (2)",243.39
59,Ravnjak,Tim-Kevin,SLO,23,"1996-11-05 00:00:00",75550,9560152,"3 / (4)",241.60
60,Wolle,Jason,USA,19,"1999-11-30 00:00:00",94559,9531295,"3 / (3)",240.45
61,Farrow,Benji,USA,27,"1992-03-08 00:00:00",74227,,"3 / (3)",235.61
62,Korpi,Janne,FIN,33,"1986-02-05 00:00:00",39070,1184963,"3 / (4)",233.17
63,Hirano,Ruka,JPN,,,91295,9300799,"2 / (2)",231.57
64,Stante,Tit,SLO,21,"1998-10-11 00:00:00",80748,9560193,"3 / (7)",227.67
65,Hauri,Marco,SUI,18,"2000-11-18 00:00:00",90851,9510427,"3 / (5)",227.44
66,Craig,Fletcher,NZL,18,"2001-05-25 00:00:00",94323,9410046,"3 / (4)",217.09
67,Lechner,Christoph,GER,18,"2000-12-08 00:00:00",92477,9200133,"3 / (9)",215.87
68,Esser,Brett,USA,27,"1992-10-12 00:00:00",72779,9530372,"2 / (2)",215.11
69,Gennero,Lorenzo,ITA,22,"1997-06-30 00:00:00",86558,9290295,"3 / (4)",204.83
70,Serrano,Shane,USA,24,"1995-02-10 00:00:00",81890,9530954,"3 / (3)",201.42
71,Fitzsimons,Sean,USA,19,"2000-09-22 00:00:00",82777,9531194,"3 / (3)",195.82
72,Wopnford,Owen,CAN,19,"1999-12-01 00:00:00",89186,9100788,"3 / (9)",194.95
73,Collins,Jack,CAN,21,"1998-09-19 00:00:00",78363,9100651,"3 / (7)",191.71
74,Noda,Chihiro,JPN,,,95811,9300865,"3 / (7)",190.85
75,Okawa,Kotaro,JPN,,,95886,9300835,"3 / (3)",190.56
76,Shigeno,Shuichiro,JPN,,,94996,9300976,"3 / (4)",188.22
77,Imai,Rigu,JPN,,,89495,9300745,"3 / (3)",187.31
78,Fair,Shawn,CAN,18,"2001-06-01 00:00:00",91032,9100854,"3 / (8)",186.68
79,Kavcic,Filip,SLO,25,"1994-04-04 00:00:00",77863,9560079,"3 / (3)",185.22
80,Moller,Blake,USA,,,85116,9531164,"3 / (5)",185.11
81,Suikov,Maksim,RUS,,,94554,9480555,"3 / (9)",177.97
82,Coyne,Jack,USA,17,"2002-01-17 00:00:00",90779,9531302,"3 / (3)",174.95
83,Doi,Takumi,JPN,,,96525,,"3 / (5)",169.00
84,Seta,Kazuma,JPN,,,93181,,"3 / (3)",168.94
85,Otsuka,Reo,JPN,,,87725,9300553,"3 / (3)",164.15
86,Kim,"Ho Jun",KOR,29,"1990-05-01 00:00:00",79955,9320004,"3 / (8)",163.44
87,Adams,Braeden,CAN,21,"1998-03-26 00:00:00",89205,9100713,"3 / (7)",159.80
88,Horiguchi,Yuto,JPN,,,83827,9300820,"3 / (3)",157.42
89,Maisonneuve,Noah,CAN,21,"1998-05-22 00:00:00",83635,9100572,"3 / (5)",153.57
90,Junker,Jonas,SUI,19,"2000-02-11 00:00:00",92117,9510413,"3 / (3)",151.33
