position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,James,Scotty,AUS,25,"1994-07-06 00:00:00",74836,9040117,"3 / (7)",969.33
2,White,Shaun,USA,33,"1986-09-03 00:00:00",40091,1665393,"3 / (5)",902.67
3,Josey,Chase,USA,24,"1995-03-31 00:00:00",78302,9530715,"3 / (6)",798.73
4,Podladtchikov,Iouri,SUI,31,"1988-09-13 00:00:00",66812,9510223,"3 / (7)",774.29
5,Burgener,Patrick,SUI,25,"1994-06-01 00:00:00",72989,9510239,"3 / (8)",728.48
6,Zhang,Yiwei,CHN,27,"1992-10-03 00:00:00",80528,1124933,"3 / (6)",679.58
7,Katayama,Raibu,JPN,24,"1995-05-04 00:00:00",83805,9300545,"3 / (4)",677.87
8,Ladley,Matthew,USA,28,"1991-05-17 00:00:00",69253,,"3 / (4)",670.34
9,Ferguson,Ben,USA,24,"1995-01-21 00:00:00",76852,9530659,"3 / (5)",596.65
10,Wachendorfer,Ryan,USA,23,"1996-02-03 00:00:00",81197,9530811,"3 / (7)",589.84
11,Scherrer,Jan,SUI,25,"1994-07-11 00:00:00",63890,9510228,"3 / (7)",589.34
12,Bretz,Gregory,USA,28,"1990-12-19 00:00:00",74788,9530058,"3 / (5)",589.31
13,Vito,Louie,USA,31,"1988-03-20 00:00:00",64517,7535030,"3 / (4)",574.01
14,Davis,Danny,USA,31,"1988-06-22 00:00:00",60369,9530002,"3 / (3)",538.69
15,Yamagata,Yasuaki,JPN,,,84641,9300595,"3 / (3)",531.32
16,Hiraoka,Taku,JPN,24,"1995-10-29 00:00:00",82297,9300507,"3 / (4)",529.99
17,Habluetzel,David,SUI,23,"1996-04-24 00:00:00",76229,9510324,"3 / (6)",523.95
18,Ando,Naito,JPN,21,"1997-11-20 00:00:00",86198,9300620,"3 / (5)",508.22
19,Pates,Jake,USA,21,"1998-07-30 00:00:00",82989,9530983,"3 / (5)",488.36
20,Malin,Markus,FIN,32,"1987-05-28 00:00:00",18493,1184968,"3 / (5)",469.09
21,Totsuka,Yuto,JPN,,,81763,9300752,"3 / (4)",467.30
22,Imai,Ikumi,JPN,23,"1996-09-03 00:00:00",78688,9300590,"3 / (4)",465.97
23,Callister,Kent,AUS,24,"1995-11-09 00:00:00",80780,9040186,"3 / (5)",458.18
24,Anai,Ikko,JPN,21,"1997-12-17 00:00:00",82290,9300617,"3 / (7)",448.87
25,Aono,Ryo,JPN,29,"1990-05-15 00:00:00",73914,9300018,"3 / (3)",433.35
26,Gold,Taylor,USA,25,"1993-11-17 00:00:00",76866,9530459,"3 / (3)",426.22
27,Blackwell,Chase,USA,20,"1999-02-27 00:00:00",85114,9531125,"3 / (8)",425.05
28,Miller,Toby,USA,19,"2000-02-14 00:00:00",83042,9531142,"3 / (9)",402.55
29,Nedefuji,Ayumu,JPN,25,"1994-04-07 00:00:00",76764,9300462,"3 / (7)",383.46
30,Johnstone,Nathan,AUS,29,"1990-02-09 00:00:00",72769,7040113,"3 / (7)",359.43
31,Ferguson,Gabe,USA,20,"1999-04-16 00:00:00",76868,9531061,"3 / (4)",358.81
32,Imai,Rogu,JPN,,,87176,9300656,"3 / (4)",354.06
33,Shi,Wancheng,CHN,29,"1990-08-13 00:00:00",77443,1124910,"3 / (4)",342.05
34,Henkes,Justus,USA,18,"2001-04-03 00:00:00",82666,9531241,"3 / (4)",340.93
35,"O Connor",Seamus,IRL,22,"1997-10-04 00:00:00",75808,1274973,"3 / (4)",322.46
36,Lee,"Kwang Ki",KOR,26,"1993-10-13 00:00:00",79924,9320033,"3 / (7)",319.88
37,Okamoto,Wataru,JPN,20,"1999-03-10 00:00:00",89572,9300697,"3 / (4)",318.13
38,Igarashi,Ryo,JPN,,,92064,9300666,"3 / (3)",315.79
39,Hoeflich,Andre,GER,22,"1997-04-28 00:00:00",81378,9200110,"3 / (7)",315.55
40,Aota,Wataru,JPN,,,91501,9300741,"3 / (3)",310.36
41,Bowman,Joshua,USA,21,"1998-08-08 00:00:00",82668,9531115,"3 / (8)",308.16
42,Kuchisubo,Raio,JPN,18,"2001-06-09 00:00:00",89482,9300754,"3 / (4)",306.73
43,Lee,Minsik,KOR,19,"2000-07-05 00:00:00",91111,9320133,"3 / (5)",306.33
44,Hirano,Eiju,JPN,24,"1995-07-23 00:00:00",73955,9300508,"3 / (3)",304.44
45,Avtaneev,Nikita,RUS,24,"1995-03-09 00:00:00",86316,9480374,"3 / (6)",300.02
46,Tait,Rakai,NZL,20,"1998-12-11 00:00:00",85111,9531158,"3 / (6)",299.96
47,Livingston,Derek,CAN,28,"1991-01-05 00:00:00",79209,9100194,"3 / (9)",294.36
48,Kweon,Leejun,KOR,22,"1997-10-24 00:00:00",86412,9320093,"3 / (7)",294.18
49,Pettit,Robert,USA,24,"1995-09-19 00:00:00",82543,9530913,"3 / (3)",282.31
50,Hirano,Ayumu,JPN,20,"1998-11-29 00:00:00",79046,9300658,"2 / (2)",282.03
51,Hirano,Kaishu,JPN,,,95889,9300803,"3 / (3)",272.46
52,Ivanov,Victor,SUI,20,"1999-03-21 00:00:00",86860,9510386,"3 / (5)",260.03
53,Niblett,Trevor,CAN,27,"1992-09-11 00:00:00",77452,9100302,"3 / (7)",255.11
54,Andrews,Freeman,NZL,22,"1997-10-05 00:00:00",88494,9410041,"3 / (7)",251.97
55,Allenspach,"Elias Gian",SUI,18,"2001-05-14 00:00:00",88792,,"3 / (5)",250.59
56,Cho,Hyeonmin,KOR,,,94552,9320174,"3 / (4)",247.65
57,Haller,Christian,SUI,30,"1989-10-28 00:00:00",40293,7510051,"2 / (2)",243.39
58,Ravnjak,Tim-Kevin,SLO,23,"1996-11-05 00:00:00",75550,9560152,"3 / (4)",241.60
59,Farrow,Benji,USA,27,"1992-03-08 00:00:00",74227,,"3 / (3)",235.61
60,Korpi,Janne,FIN,33,"1986-02-05 00:00:00",39070,1184963,"3 / (4)",233.17
61,Hirano,Ruka,JPN,,,91295,9300799,"2 / (2)",231.57
62,Stante,Tit,SLO,21,"1998-10-11 00:00:00",80748,9560193,"3 / (7)",227.67
63,Wolle,Jason,USA,19,"1999-11-30 00:00:00",94559,9531295,"3 / (3)",215.83
64,Esser,Brett,USA,27,"1992-10-12 00:00:00",72779,9530372,"2 / (2)",215.11
65,Tourki,Liam,FRA,20,"1999-03-25 00:00:00",81604,9190385,"3 / (4)",209.04
66,Gennero,Lorenzo,ITA,22,"1997-06-30 00:00:00",86558,9290295,"3 / (4)",204.83
67,Collins,Tiarn,NZL,20,"1999-11-09 00:00:00",93344,9410044,"2 / (2)",199.99
68,Collins,Jack,CAN,21,"1998-09-19 00:00:00",78363,9100651,"3 / (6)",191.71
69,Noda,Chihiro,JPN,,,95811,9300865,"3 / (7)",190.85
70,Okawa,Kotaro,JPN,,,95886,9300835,"3 / (3)",190.56
71,Shigeno,Shuichiro,JPN,,,94996,9300976,"3 / (4)",188.22
72,Imai,Rigu,JPN,,,89495,9300745,"3 / (3)",187.31
73,Wopnford,Owen,CAN,19,"1999-12-01 00:00:00",89186,9100788,"3 / (7)",186.68
74,Kavcic,Filip,SLO,25,"1994-04-04 00:00:00",77863,9560079,"3 / (3)",185.22
75,Moller,Blake,USA,,,85116,9531164,"3 / (3)",185.11
76,Fair,Shawn,CAN,18,"2001-06-01 00:00:00",91032,9100854,"3 / (6)",183.59
77,Lechner,Christoph,GER,18,"2000-12-08 00:00:00",92477,9200133,"3 / (7)",182.48
78,Suikov,Maksim,RUS,,,94554,9480555,"3 / (7)",170.58
79,Doi,Takumi,JPN,,,96525,,"3 / (5)",169.00
80,Seta,Kazuma,JPN,,,93181,,"3 / (3)",168.94
81,Otsuka,Reo,JPN,,,87725,9300553,"3 / (3)",164.15
82,Adams,Braeden,CAN,21,"1998-03-26 00:00:00",89205,9100713,"3 / (6)",159.80
83,Horiguchi,Yuto,JPN,,,83827,9300820,"3 / (3)",157.42
84,Maisonneuve,Noah,CAN,21,"1998-05-22 00:00:00",83635,9100572,"3 / (5)",153.57
85,Yoshida,Masakaze,JPN,24,"1994-11-22 00:00:00",76149,9300492,"2 / (2)",150.80
86,Pajer,Mikolas,CZE,22,"1997-10-10 00:00:00",76955,9150133,"3 / (5)",147.93
87,Naoi,Kairyu,JPN,,,91138,9300770,"3 / (3)",147.56
88,Pershad,Kiran,CAN,19,"2000-04-28 00:00:00",87920,,"3 / (6)",146.31
89,Maeda,Rion,JPN,,,94994,9300923,"3 / (5)",142.53
90,Sato,Ayumu,JPN,,,91517,9300728,"3 / (3)",140.09
91,Burch,Dario,SUI,22,"1997-03-15 00:00:00",82504,9510348,"1 / (1)",139.57
