position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,James,Scotty,AUS,25,"1994-07-06 00:00:00",74836,9040117,"3 / (7)",936.33
2,White,Shaun,USA,33,"1986-09-03 00:00:00",40091,1665393,"3 / (5)",936.00
3,Hirano,Ayumu,JPN,20,"1998-11-29 00:00:00",79046,9300658,"3 / (6)",906.72
4,Ferguson,Ben,USA,24,"1995-01-21 00:00:00",76852,9530659,"3 / (8)",828.13
5,Totsuka,Yuto,JPN,,,81763,9300752,"3 / (8)",792.05
6,Podladtchikov,Iouri,SUI,31,"1988-09-13 00:00:00",66812,9510223,"3 / (7)",791.60
7,Katayama,Raibu,JPN,24,"1995-05-04 00:00:00",83805,9300545,"3 / (9)",732.07
8,Pates,Jake,USA,21,"1998-07-30 00:00:00",82989,9530983,"3 / (6)",726.88
9,Josey,Chase,USA,24,"1995-03-31 00:00:00",78302,9530715,"3 / (8)",723.00
10,Zhang,Yiwei,CHN,27,"1992-10-03 00:00:00",80528,1124933,"3 / (6)",709.65
11,Burgener,Patrick,SUI,25,"1994-06-01 00:00:00",72989,9510239,"3 / (8)",681.73
12,Davis,Danny,USA,31,"1988-06-22 00:00:00",60369,9530002,"3 / (6)",654.47
13,Ando,Naito,JPN,21,"1997-11-20 00:00:00",86198,9300620,"3 / (10)",611.09
14,Bretz,Gregory,USA,28,"1990-12-19 00:00:00",74788,9530058,"3 / (7)",608.71
15,Hiraoka,Taku,JPN,24,"1995-10-29 00:00:00",82297,9300507,"3 / (9)",597.05
16,Wachendorfer,Ryan,USA,23,"1996-02-03 00:00:00",81197,9530811,"3 / (6)",550.50
17,Ferguson,Gabe,USA,20,"1999-04-16 00:00:00",76868,9531061,"3 / (8)",536.27
18,Miller,Toby,USA,19,"2000-02-14 00:00:00",83042,9531142,"3 / (13)",501.78
19,Scherrer,Jan,SUI,25,"1994-07-11 00:00:00",63890,9510228,"3 / (8)",497.21
20,Habluetzel,David,SUI,23,"1996-04-24 00:00:00",76229,9510324,"3 / (8)",477.41
21,Livingston,Derek,CAN,28,"1991-01-05 00:00:00",79209,9100194,"3 / (11)",469.00
22,Ravnjak,Tim-Kevin,SLO,23,"1996-11-05 00:00:00",75550,9560152,"3 / (4)",468.22
23,Malin,Markus,FIN,32,"1987-05-28 00:00:00",18493,1184968,"3 / (6)",463.89
24,Callister,Kent,AUS,24,"1995-11-09 00:00:00",80780,9040186,"3 / (9)",459.96
25,Piiroinen,Peetu,FIN,31,"1988-02-15 00:00:00",64518,1184978,"3 / (5)",459.76
26,Vito,Louie,USA,31,"1988-03-20 00:00:00",64517,7535030,"3 / (4)",448.60
27,Blackwell,Chase,USA,20,"1999-02-27 00:00:00",85114,9531125,"3 / (10)",448.20
28,Anai,Ikko,JPN,21,"1997-12-17 00:00:00",82290,9300617,"3 / (5)",440.12
29,Avtaneev,Nikita,RUS,24,"1995-03-09 00:00:00",86316,9480374,"3 / (8)",410.16
30,Johnstone,Nathan,AUS,29,"1990-02-09 00:00:00",72769,7040113,"3 / (6)",407.22
31,Stante,Tit,SLO,21,"1998-10-11 00:00:00",80748,9560193,"3 / (11)",386.08
32,Lee,Joonsik,KOR,17,"2002-03-07 00:00:00",94553,,"3 / (6)",382.23
33,Ladley,Matthew,USA,28,"1991-05-17 00:00:00",69253,,"3 / (3)",377.50
34,Aono,Ryo,JPN,29,"1990-05-15 00:00:00",73914,9300018,"2 / (2)",358.03
35,Allenspach,"Elias Gian",SUI,18,"2001-05-14 00:00:00",88792,,"3 / (7)",343.07
36,Cho,Hyeonmin,KOR,,,94552,9320174,"3 / (9)",336.56
37,Lee,"Kwang Ki",KOR,26,"1993-10-13 00:00:00",79924,9320033,"3 / (9)",330.43
38,"O Connor",Seamus,IRL,22,"1997-10-04 00:00:00",75808,1274973,"3 / (5)",318.32
39,Hoeflich,Andre,GER,22,"1997-04-28 00:00:00",81378,9200110,"3 / (5)",315.55
40,Tait,Rakai,NZL,20,"1998-12-11 00:00:00",85111,9531158,"3 / (5)",311.27
41,Ivanov,Victor,SUI,20,"1999-03-21 00:00:00",86860,9510386,"3 / (10)",310.96
42,Hoepfl,Johannes,GER,24,"1995-08-12 00:00:00",77864,9200089,"3 / (5)",310.77
43,Shi,Wancheng,CHN,29,"1990-08-13 00:00:00",77443,1124910,"3 / (6)",310.70
44,Lee,Minsik,KOR,19,"2000-07-05 00:00:00",91111,9320133,"3 / (7)",304.63
