position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Hirano,Ayumu,JPN,20,"1998-11-29 00:00:00",79046,9300658,"3 / (5)",943.43
2,Podladtchikov,Iouri,SUI,31,"1988-09-13 00:00:00",66812,9510223,"3 / (6)",855.80
3,Ladley,Matthew,USA,28,"1991-05-17 00:00:00",69253,,"3 / (6)",799.40
4,Habluetzel,David,SUI,23,"1996-04-24 00:00:00",76229,9510324,"3 / (5)",741.07
5,Gold,Taylor,USA,25,"1993-11-17 00:00:00",76866,9530459,"3 / (4)",731.96
6,Longo,Arthur,FRA,31,"1988-07-21 00:00:00",23085,1753372,"3 / (4)",726.63
7,Scherrer,Jan,SUI,25,"1994-07-11 00:00:00",63890,9510228,"3 / (7)",723.89
8,Hiraoka,Taku,JPN,24,"1995-10-29 00:00:00",82297,9300507,"3 / (6)",701.13
9,Haller,Christian,SUI,30,"1989-10-28 00:00:00",40293,7510051,"3 / (7)",688.83
10,Esser,Brett,USA,27,"1992-10-12 00:00:00",72779,9530372,"3 / (6)",647.96
11,Ferguson,Ben,USA,24,"1995-01-21 00:00:00",76852,9530659,"3 / (5)",618.07
12,Burgener,Patrick,SUI,25,"1994-06-01 00:00:00",72989,9510239,"3 / (6)",596.23
13,Aono,Ryo,JPN,29,"1990-05-15 00:00:00",73914,9300018,"3 / (5)",580.17
14,Ferguson,Gabe,USA,20,"1999-04-16 00:00:00",76868,9531061,"3 / (7)",576.72
15,Katayama,Raibu,JPN,24,"1995-05-04 00:00:00",83805,9300545,"3 / (7)",555.28
16,Bretz,Gregory,USA,28,"1990-12-19 00:00:00",74788,9530058,"3 / (4)",548.41
17,James,Scotty,AUS,25,"1994-07-06 00:00:00",74836,9040117,"3 / (5)",548.11
18,Pates,Jake,USA,21,"1998-07-30 00:00:00",82989,9530983,"3 / (6)",521.69
19,Zhang,Yiwei,CHN,27,"1992-10-03 00:00:00",80528,1124933,"3 / (4)",505.27
20,Imai,Ikumi,JPN,23,"1996-09-03 00:00:00",78688,9300590,"3 / (5)",500.47
21,Josey,Chase,USA,24,"1995-03-31 00:00:00",78302,9530715,"3 / (7)",497.46
22,Wachendorfer,Ryan,USA,23,"1996-02-03 00:00:00",81197,9530811,"3 / (7)",451.95
23,Ando,Naito,JPN,21,"1997-11-20 00:00:00",86198,9300620,"3 / (5)",449.75
24,Nedefuji,Ayumu,JPN,25,"1994-04-07 00:00:00",76764,9300462,"3 / (5)",432.49
25,Johnstone,Nathan,AUS,29,"1990-02-09 00:00:00",72769,7040113,"3 / (5)",431.16
26,Miller,Toby,USA,19,"2000-02-14 00:00:00",83042,9531142,"3 / (8)",415.90
27,Okamoto,Wataru,JPN,20,"1999-03-10 00:00:00",89572,9300697,"3 / (6)",415.76
28,Baisamy,Johann,FRA,30,"1989-05-18 00:00:00",47057,7326738,"3 / (7)",401.57
29,Farrow,Benji,USA,27,"1992-03-08 00:00:00",74227,,"3 / (5)",398.14
30,"O Connor",Seamus,IRL,22,"1997-10-04 00:00:00",75808,1274973,"3 / (4)",394.50
31,Hirano,Eiju,JPN,24,"1995-07-23 00:00:00",73955,9300508,"3 / (3)",390.53
32,Davis,Danny,USA,31,"1988-06-22 00:00:00",60369,9530002,"3 / (4)",387.15
33,Ravnjak,Tim-Kevin,SLO,23,"1996-11-05 00:00:00",75550,9560152,"3 / (4)",385.51
34,Malin,Markus,FIN,32,"1987-05-28 00:00:00",18493,1184968,"3 / (4)",380.40
35,Jacobson,Nathan,USA,21,"1998-03-29 00:00:00",84013,9530976,"3 / (7)",364.57
36,Callister,Kent,AUS,24,"1995-11-09 00:00:00",80780,9040186,"3 / (3)",361.82
37,Anai,Ikko,JPN,21,"1997-12-17 00:00:00",82290,9300617,"3 / (3)",353.67
38,Kim,"Ho Jun",KOR,29,"1990-05-01 00:00:00",79955,9320004,"3 / (4)",349.90
39,Blackwell,Chase,USA,20,"1999-02-27 00:00:00",85114,9531125,"3 / (10)",337.77
40,White,Shaun,USA,33,"1986-09-03 00:00:00",40091,1665393,"1 / (1)",333.33
41,Henkes,Justus,USA,18,"2001-04-03 00:00:00",82666,9531241,"3 / (7)",329.92
42,Livingston,Derek,CAN,28,"1991-01-05 00:00:00",79209,9100194,"3 / (7)",329.25
43,"Van der wal",Dolf,NED,32,"1987-07-21 00:00:00",72741,1404958,"3 / (3)",329.24
44,Brownrigg,Dru,USA,22,"1997-07-09 00:00:00",80778,9530938,"3 / (7)",311.68
45,Hoepfl,Johannes,GER,24,"1995-08-12 00:00:00",77864,9200089,"3 / (7)",304.10
46,Shaw,Spencer,USA,26,"1993-01-29 00:00:00",19996,,"3 / (3)",289.53
47,Bowman,Joshua,USA,21,"1998-08-08 00:00:00",82668,9531115,"3 / (9)",289.07
48,Niblett,Trevor,CAN,27,"1992-09-11 00:00:00",77452,9100302,"3 / (7)",287.36
49,Hermann,Yannick,SUI,22,"1997-01-05 00:00:00",86706,9510351,"3 / (5)",279.67
50,Tait,Rakai,NZL,20,"1998-12-11 00:00:00",85111,9531158,"3 / (6)",279.06
51,Pettit,Robert,USA,24,"1995-09-19 00:00:00",82543,9530913,"3 / (7)",268.47
52,Kondo,Alexander,USA,25,"1994-08-21 00:00:00",80766,9530793,"3 / (7)",266.92
53,Stante,Tit,SLO,21,"1998-10-11 00:00:00",80748,9560193,"3 / (7)",266.51
54,Kuchisubo,Raio,JPN,18,"2001-06-09 00:00:00",89482,9300754,"3 / (6)",255.50
55,Vito,Louie,USA,31,"1988-03-20 00:00:00",64517,7535030,"3 / (3)",249.93
56,Hunt,Chandler,USA,21,"1998-11-04 00:00:00",81146,9530994,"3 / (4)",244.01
57,Kweon,Leejun,KOR,22,"1997-10-24 00:00:00",86412,9320093,"2 / (2)",238.72
