position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,James,Scotty,AUS,25,"1994-07-06 00:00:00",74836,9040117,"3 / (7)",969.33
2,White,Shaun,USA,33,"1986-09-03 00:00:00",40091,1665393,"3 / (6)",936.00
3,Josey,Chase,USA,24,"1995-03-31 00:00:00",78302,9530715,"3 / (7)",798.73
4,Podladtchikov,Iouri,SUI,31,"1988-09-13 00:00:00",66812,9510223,"3 / (7)",745.07
5,Ferguson,Ben,USA,24,"1995-01-21 00:00:00",76852,9530659,"3 / (6)",735.23
6,Ladley,Matthew,USA,28,"1991-05-17 00:00:00",69253,,"3 / (5)",715.40
7,Katayama,Raibu,JPN,24,"1995-05-04 00:00:00",83805,9300545,"3 / (4)",676.35
8,Burgener,Patrick,SUI,25,"1994-06-01 00:00:00",72989,9510239,"3 / (6)",663.21
9,Zhang,Yiwei,CHN,27,"1992-10-03 00:00:00",80528,1124933,"3 / (5)",628.45
10,Bretz,Gregory,USA,28,"1990-12-19 00:00:00",74788,9530058,"3 / (6)",622.28
11,Wachendorfer,Ryan,USA,23,"1996-02-03 00:00:00",81197,9530811,"3 / (7)",589.84
12,Scherrer,Jan,SUI,25,"1994-07-11 00:00:00",63890,9510228,"3 / (5)",589.34
13,Vito,Louie,USA,31,"1988-03-20 00:00:00",64517,7535030,"3 / (4)",569.52
14,Davis,Danny,USA,31,"1988-06-22 00:00:00",60369,9530002,"3 / (5)",564.36
15,Hiraoka,Taku,JPN,24,"1995-10-29 00:00:00",82297,9300507,"3 / (3)",493.14
16,Ando,Naito,JPN,21,"1997-11-20 00:00:00",86198,9300620,"3 / (5)",488.42
17,Pates,Jake,USA,21,"1998-07-30 00:00:00",82989,9530983,"3 / (6)",488.36
18,Henkes,Justus,USA,18,"2001-04-03 00:00:00",82666,9531241,"3 / (5)",453.73
19,Callister,Kent,AUS,24,"1995-11-09 00:00:00",80780,9040186,"3 / (4)",429.31
20,Anai,Ikko,JPN,21,"1997-12-17 00:00:00",82290,9300617,"3 / (7)",426.82
21,Gold,Taylor,USA,25,"1993-11-17 00:00:00",76866,9530459,"3 / (3)",426.22
22,Blackwell,Chase,USA,20,"1999-02-27 00:00:00",85114,9531125,"3 / (7)",425.05
23,Habluetzel,David,SUI,23,"1996-04-24 00:00:00",76229,9510324,"3 / (4)",417.34
24,Yamagata,Yasuaki,JPN,,,84641,9300595,"3 / (3)",414.51
25,Ferguson,Gabe,USA,20,"1999-04-16 00:00:00",76868,9531061,"3 / (5)",403.75
26,Miller,Toby,USA,19,"2000-02-14 00:00:00",83042,9531142,"3 / (7)",402.55
27,Haller,Christian,SUI,30,"1989-10-28 00:00:00",40293,7510051,"3 / (4)",395.52
28,Hirano,Ayumu,JPN,20,"1998-11-29 00:00:00",79046,9300658,"3 / (3)",391.92
29,Nedefuji,Ayumu,JPN,25,"1994-04-07 00:00:00",76764,9300462,"3 / (7)",390.24
30,Imai,Ikumi,JPN,23,"1996-09-03 00:00:00",78688,9300590,"3 / (3)",364.52
31,Malin,Markus,FIN,32,"1987-05-28 00:00:00",18493,1184968,"3 / (5)",358.12
32,Johnstone,Nathan,AUS,29,"1990-02-09 00:00:00",72769,7040113,"3 / (6)",352.95
33,Imai,Rogu,JPN,,,87176,9300656,"3 / (3)",335.29
34,"O Connor",Seamus,IRL,22,"1997-10-04 00:00:00",75808,1274973,"3 / (5)",322.46
35,Lee,"Kwang Ki",KOR,26,"1993-10-13 00:00:00",79924,9320033,"3 / (7)",319.88
36,Hoeflich,Andre,GER,22,"1997-04-28 00:00:00",81378,9200110,"3 / (6)",315.55
37,Lee,Minsik,KOR,19,"2000-07-05 00:00:00",91111,9320133,"3 / (5)",296.27
38,Shi,Wancheng,CHN,29,"1990-08-13 00:00:00",77443,1124910,"3 / (3)",294.32
39,Kweon,Leejun,KOR,22,"1997-10-24 00:00:00",86412,9320093,"3 / (6)",294.18
40,Aota,Wataru,JPN,,,91501,9300741,"3 / (4)",293.51
41,Aono,Ryo,JPN,29,"1990-05-15 00:00:00",73914,9300018,"3 / (3)",291.94
42,Bowman,Joshua,USA,21,"1998-08-08 00:00:00",82668,9531115,"3 / (6)",284.74
43,Tait,Rakai,NZL,20,"1998-12-11 00:00:00",85111,9531158,"3 / (5)",284.70
44,Pettit,Robert,USA,24,"1995-09-19 00:00:00",82543,9530913,"3 / (3)",282.31
45,Wolle,Jason,USA,19,"1999-11-30 00:00:00",94559,9531295,"3 / (4)",281.52
46,Totsuka,Yuto,JPN,,,81763,9300752,"3 / (3)",277.61
47,Esser,Brett,USA,27,"1992-10-12 00:00:00",72779,9530372,"3 / (3)",263.92
48,Niblett,Trevor,CAN,27,"1992-09-11 00:00:00",77452,9100302,"3 / (6)",255.11
49,Andrews,Freeman,NZL,22,"1997-10-05 00:00:00",88494,9410041,"3 / (6)",251.97
50,Avtaneev,Nikita,RUS,24,"1995-03-09 00:00:00",86316,9480374,"3 / (6)",246.27
51,Livingston,Derek,CAN,28,"1991-01-05 00:00:00",79209,9100194,"3 / (8)",243.77
52,Farrow,Benji,USA,27,"1992-03-08 00:00:00",74227,,"3 / (3)",235.61
53,Ravnjak,Tim-Kevin,SLO,23,"1996-11-05 00:00:00",75550,9560152,"3 / (3)",230.54
54,Kuchisubo,Raio,JPN,18,"2001-06-09 00:00:00",89482,9300754,"3 / (3)",230.22
55,Korpi,Janne,FIN,33,"1986-02-05 00:00:00",39070,1184963,"3 / (4)",229.75
56,Allenspach,"Elias Gian",SUI,18,"2001-05-14 00:00:00",88792,,"3 / (5)",228.91
57,Okamoto,Wataru,JPN,20,"1999-03-10 00:00:00",89572,9300697,"3 / (3)",219.74
58,Igarashi,Ryo,JPN,,,92064,9300666,"2 / (2)",217.51
59,Ivanov,Victor,SUI,20,"1999-03-21 00:00:00",86860,9510386,"3 / (4)",213.23
60,Fitzsimons,Sean,USA,19,"2000-09-22 00:00:00",82777,9531194,"3 / (5)",209.57
61,Hirano,Ruka,JPN,,,91295,9300799,"2 / (2)",203.31
62,Hirano,Eiju,JPN,24,"1995-07-23 00:00:00",73955,9300508,"2 / (2)",200.47
63,Collins,Tiarn,NZL,20,"1999-11-09 00:00:00",93344,9410044,"2 / (2)",199.99
64,Moller,Blake,USA,,,85116,9531164,"3 / (3)",199.12
65,Cho,Hyeonmin,KOR,,,94552,9320174,"3 / (4)",197.98
66,Stante,Tit,SLO,21,"1998-10-11 00:00:00",80748,9560193,"3 / (5)",197.31
67,Wopnford,Owen,CAN,19,"1999-12-01 00:00:00",89186,9100788,"3 / (6)",191.35
68,Gennero,Lorenzo,ITA,22,"1997-06-30 00:00:00",86558,9290295,"3 / (3)",190.85
69,Zed,Gregor,CAN,22,"1997-10-22 00:00:00",84296,9100659,"3 / (6)",185.72
70,Hirano,Kaishu,JPN,,,95889,9300803,"2 / (2)",179.46
71,Seguin,Mikey,CAN,21,"1998-10-12 00:00:00",87795,9100701,"3 / (5)",174.61
72,Ordean,Skyler,USA,20,"1999-04-24 00:00:00",88160,9531089,"3 / (3)",165.85
