position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Clark,Kelly,USA,36,"1983-07-26 00:00:00",65566,1470811,"3 / (6)",966.67
2,Kim,Chloe,USA,19,"2000-04-23 00:00:00",77873,9535393,"3 / (6)",930.77
3,Cai,Xuetong,CHN,26,"1993-09-26 00:00:00",79864,1129975,"3 / (7)",787.16
4,Gold,Arielle,USA,23,"1996-05-04 00:00:00",76874,9535287,"3 / (5)",779.54
5,Mastro,Maddie,USA,19,"2000-02-22 00:00:00",77905,9535389,"3 / (7)",710.61
6,Liu,Jiayu,CHN,27,"1992-09-17 00:00:00",77457,1129974,"3 / (4)",702.43
7,Fenton,Summer,USA,25,"1994-06-19 00:00:00",76965,9535225,"3 / (8)",683.42
8,Imai,Kurumi,JPN,20,"1999-09-24 00:00:00",84354,9305315,"3 / (5)",682.71
9,Oe,Hikaru,JPN,24,"1995-08-03 00:00:00",79067,9305241,"3 / (7)",668.79
10,Thovex,Mirabelle,FRA,28,"1991-08-24 00:00:00",72764,9195025,"3 / (8)",623.71
11,Castellet,Queralt,ESP,30,"1989-06-17 00:00:00",75419,1499921,"3 / (5)",620.12
12,Rodriguez,Sophie,FRA,31,"1988-07-07 00:00:00",27981,1756476,"3 / (6)",594.14
13,Asaya,Junna,JPN,21,"1998-09-16 00:00:00",87724,9305289,"3 / (5)",564.44
14,Dramise,Jenna,USA,29,"1990-06-30 00:00:00",76962,9535244,"3 / (6)",548.08
15,Tomita,Sena,JPN,20,"1999-10-05 00:00:00",81785,9305313,"3 / (4)",525.01
16,Arthur,Emily,AUS,20,"1999-04-24 00:00:00",75465,9045073,"3 / (9)",521.69
17,Barrett,"Madison Taylor",USA,21,"1998-04-01 00:00:00",79379,9535342,"3 / (6)",502.12
18,Crawford,Holly,AUS,35,"1984-02-10 00:00:00",72758,1049941,"3 / (4)",497.78
19,Edwards,Noelle,USA,22,"1996-12-23 00:00:00",82478,9535272,"3 / (8)",496.91
20,Grimal,Clemence,FRA,25,"1994-03-04 00:00:00",77865,9195071,"3 / (6)",485.26
21,Rohrer,Verena,SUI,23,"1996-04-08 00:00:00",82499,9515128,"3 / (6)",481.99
22,Jenner,Clara,USA,18,"2000-12-01 00:00:00",91678,9535418,"3 / (6)",481.10
23,Sun,Zhifeng,CHN,,,77458,1129956,"3 / (5)",448.54
24,Kalapos,Zoe,USA,22,"1997-04-17 00:00:00",84471,9535344,"3 / (3)",434.67
25,Bright,Torah,AUS,32,"1986-12-27 00:00:00",43778,1049932,"2 / (2)",412.35
26,Irwin,Calynn,CAN,30,"1989-02-24 00:00:00",67468,7105068,"3 / (9)",405.56
27,Tsuyuki,Katie,CAN,37,"1982-03-04 00:00:00",78367,7105024,"3 / (5)",385.43
28,Petrig,Ramona,SUI,22,"1997-03-04 00:00:00",80755,9515144,"3 / (4)",365.60
29,Molodyh,Livia,USA,20,"1999-06-30 00:00:00",86675,9535403,"3 / (6)",360.08
30,Spiteri,Jenise,MLT,27,"1992-09-20 00:00:00",83071,9535341,"3 / (5)",356.89
31,Valentine,Anna,USA,,,92954,9535435,"3 / (3)",354.90
32,Li,Shuang,CHN,27,"1992-06-27 00:00:00",79950,1129977,"3 / (3)",352.16
33,Kelly,Kirby,USA,24,"1995-04-06 00:00:00",79278,9535283,"3 / (3)",344.69
34,Kwon,Sunoo,KOR,20,"1999-01-14 00:00:00",91104,9325030,"3 / (7)",342.50
35,Hosking,Elizabeth,CAN,18,"2001-07-22 00:00:00",87908,9105347,"3 / (4)",338.47
36,Teter,Hannah,USA,32,"1987-01-27 00:00:00",50723,7313934,"3 / (4)",329.96
37,Sadar,Cilka,SLO,28,"1991-09-18 00:00:00",73089,1569963,"3 / (3)",328.56
38,Prantis,Mary,USA,,,92955,9535448,"3 / (4)",294.54
39,Jeong,Yurim,KOR,21,"1998-03-09 00:00:00",86414,9325024,"3 / (3)",285.11
40,Matsumoto,Haruna,JPN,26,"1993-07-26 00:00:00",76642,9305166,"2 / (2)",275.53
41,Thidling,Ayla,GBR,20,"1999-11-07 00:00:00",77188,1229994,"3 / (5)",272.34
42,Larochaix,Thalie,FRA,20,"1999-01-14 00:00:00",81637,9195178,"3 / (4)",270.59
43,Purtschert,Nadja,SUI,30,"1989-09-03 00:00:00",72609,9515034,"1 / (1)",261.53
44,Robinson,Aspen,USA,,,93940,,"3 / (3)",261.09
45,Lengkeek,Kira,CAN,20,"1998-11-24 00:00:00",87451,9105250,"3 / (6)",258.73
46,Wicki,Berenice,SUI,17,"2002-09-24 00:00:00",85772,9515179,"3 / (4)",238.24
47,Nicoll,Mercedes,CAN,35,"1983-12-05 00:00:00",64606,1526101,"3 / (3)",235.16
48,Qiu,Leng,CHN,,,92442,9125003,"2 / (2)",230.90
49,Merson,Hannah,USA,21,"1998-06-11 00:00:00",82058,9535362,"3 / (6)",226.97
50,Inouye,Autumn,USA,21,"1998-08-31 00:00:00",86676,9535400,"3 / (5)",217.51
51,Minami,Sayano,JPN,22,"1997-05-01 00:00:00",83795,9305268,"2 / (2)",214.36
52,Cairns,Adriane,CAN,21,"1998-06-20 00:00:00",81321,9105241,"3 / (7)",213.20
53,Hight,Elena,USA,30,"1989-08-17 00:00:00",42143,7539968,"3 / (3)",211.80
54,Kolodziej,Klementyna,POL,,,78149,9435051,"3 / (3)",206.71
55,Brodrick,Danielle,USA,23,"1996-05-07 00:00:00",81991,9535339,"3 / (6)",203.48
56,Komine,Sakura,JPN,,,83796,9305277,"2 / (2)",202.65
