position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Clark,Kelly,USA,36,"1983-07-26 00:00:00",65566,1470811,"3 / (5)",966.67
2,Kim,Chloe,USA,19,"2000-04-23 00:00:00",77873,9535393,"3 / (6)",929.73
3,Cai,Xuetong,CHN,26,"1993-09-26 00:00:00",79864,1129975,"3 / (7)",742.89
4,Gold,Arielle,USA,23,"1996-05-04 00:00:00",76874,9535287,"3 / (4)",740.40
5,Castellet,Queralt,ESP,30,"1989-06-17 00:00:00",75419,1499921,"3 / (7)",714.27
6,Teter,Hannah,USA,32,"1987-01-27 00:00:00",50723,7313934,"3 / (4)",663.75
7,Mastro,Maddie,USA,19,"2000-02-22 00:00:00",77905,9535389,"3 / (5)",649.93
8,Grimal,Clemence,FRA,25,"1994-03-04 00:00:00",77865,9195071,"3 / (4)",577.75
9,Oe,Hikaru,JPN,24,"1995-08-03 00:00:00",79067,9305241,"3 / (6)",566.74
10,Rodriguez,Sophie,FRA,31,"1988-07-07 00:00:00",27981,1756476,"3 / (4)",506.65
11,Thovex,Mirabelle,FRA,28,"1991-08-24 00:00:00",72764,9195025,"3 / (5)",497.74
12,Arthur,Emily,AUS,20,"1999-04-24 00:00:00",75465,9045073,"3 / (8)",483.18
13,Crawford,Holly,AUS,35,"1984-02-10 00:00:00",72758,1049941,"3 / (4)",470.41
14,Nicoll,Mercedes,CAN,35,"1983-12-05 00:00:00",64606,1526101,"3 / (3)",470.33
15,Hight,Elena,USA,30,"1989-08-17 00:00:00",42143,7539968,"3 / (3)",468.82
16,Edwards,Noelle,USA,22,"1996-12-23 00:00:00",82478,9535272,"3 / (7)",457.85
17,Fenton,Summer,USA,25,"1994-06-19 00:00:00",76965,9535225,"3 / (6)",444.37
18,Bright,Torah,AUS,32,"1986-12-27 00:00:00",43778,1049932,"2 / (2)",412.35
19,Imai,Kurumi,JPN,20,"1999-09-24 00:00:00",84354,9305315,"3 / (4)",406.72
20,Kalapos,Zoe,USA,22,"1997-04-17 00:00:00",84471,9535344,"3 / (6)",404.57
21,Asaya,Junna,JPN,21,"1998-09-16 00:00:00",87724,9305289,"3 / (5)",402.99
22,Barrett,"Madison Taylor",USA,21,"1998-04-01 00:00:00",79379,9535342,"3 / (5)",389.18
23,Rohrer,Verena,SUI,23,"1996-04-08 00:00:00",82499,9515128,"3 / (4)",367.36
24,Purtschert,Nadja,SUI,30,"1989-09-03 00:00:00",72609,9515034,"2 / (2)",350.85
25,Irwin,Calynn,CAN,30,"1989-02-24 00:00:00",67468,7105068,"3 / (7)",350.29
26,Tsuyuki,Katie,CAN,37,"1982-03-04 00:00:00",78367,7105024,"3 / (6)",344.24
27,Kelly,Kirby,USA,24,"1995-04-06 00:00:00",79278,9535283,"3 / (3)",335.34
28,Sun,Zhifeng,CHN,,,77458,1129956,"3 / (3)",330.78
29,Li,Shuang,CHN,27,"1992-06-27 00:00:00",79950,1129977,"3 / (3)",324.33
30,Somaini,Carla,SUI,28,"1991-10-13 00:00:00",80734,9515153,"3 / (4)",312.10
31,Hosking,Elizabeth,CAN,18,"2001-07-22 00:00:00",87908,9105347,"3 / (5)",306.88
32,Spiteri,Jenise,MLT,27,"1992-09-20 00:00:00",83071,9535341,"3 / (6)",295.33
33,Dramise,Jenna,USA,29,"1990-06-30 00:00:00",76962,9535244,"3 / (5)",290.10
34,Petrig,Ramona,SUI,22,"1997-03-04 00:00:00",80755,9515144,"3 / (4)",271.49
35,Matsumoto,Haruna,JPN,26,"1993-07-26 00:00:00",76642,9305166,"3 / (3)",253.78
36,Kazama,Runa,JPN,,,83837,9305309,"3 / (3)",245.52
37,Sun,Juan,CHN,,,79951,1129970,"2 / (2)",240.95
38,Mittermueller,Silvia,GER,36,"1983-08-08 00:00:00",32669,1708267,"3 / (4)",233.24
39,Branthoover,Shannon,USA,21,"1997-12-28 00:00:00",81576,,"3 / (3)",219.22
40,Sadar,Cilka,SLO,28,"1991-09-18 00:00:00",73089,1569963,"2 / (2)",217.80
42,Opsal,Kari,NOR,28,"1991-03-04 00:00:00",72672,,"2 / (2)",200.00
43,Okada,Rana,JPN,28,"1991-01-05 00:00:00",69292,,"1 / (1)",194.61
44,Edwards,Kiersten,USA,19,"2000-01-13 00:00:00",82057,9535402,"2 / (2)",194.06
45,Verdnik,Kaja,SLO,20,"1999-02-23 00:00:00",87134,1569999,"3 / (4)",191.55
46,Larochaix,Thalie,FRA,20,"1999-01-14 00:00:00",81637,9195178,"3 / (3)",187.51
47,Tomita,Sena,JPN,20,"1999-10-05 00:00:00",81785,9305313,"3 / (3)",186.13
48,Wicki,Berenice,SUI,17,"2002-09-24 00:00:00",85772,9515179,"3 / (3)",184.47
49,Berger,Kelly,USA,23,"1996-01-11 00:00:00",79470,,"2 / (2)",183.33
50,Tomita,Ruki,JPN,,,81778,9305337,"3 / (3)",180.76
51,Merson,Hannah,USA,21,"1998-06-11 00:00:00",82058,9535362,"3 / (4)",180.04
52,Duckworth,Alexandra,CAN,32,"1987-11-11 00:00:00",71851,7105047,"3 / (4)",177.22
53,Thompson,Nora,NOR,,,76711,,"2 / (2)",176.42
54,Minami,Sayano,JPN,22,"1997-05-01 00:00:00",83795,9305268,"3 / (3)",174.75
55,Qiu,Leng,CHN,,,92442,9125003,"1 / (1)",174.58
56,Valentine,Anna,USA,,,92954,9535435,"1 / (1)",173.58
57,Toriyama,Mizuki,JPN,,,90454,,"3 / (3)",172.62
58,Brodrick,Danielle,USA,23,"1996-05-07 00:00:00",81991,9535339,"3 / (5)",167.64
59,Makar,Morena,CRO,34,"1985-01-22 00:00:00",79808,1389914,"2 / (2)",166.67
60,Honda,Misa,JPN,25,"1994-01-18 00:00:00",78601,9305191,"3 / (3)",163.68
61,Ide,Yukiko,JPN,,,87247,9305341,"3 / (4)",161.61
62,Kwon,Sunoo,KOR,20,"1999-01-14 00:00:00",91104,9325030,"3 / (4)",160.72
63,Nordin,"Mira Strand",NOR,34,"1985-02-13 00:00:00",72743,,"2 / (2)",154.48
64,Mitsuoka,Runa,JPN,,,91294,9305349,"3 / (3)",153.41
65,Kamata,Ayako,JPN,,,87723,9305327,"2 / (2)",153.30
66,Schaffrick,Madeline,USA,25,"1994-04-29 00:00:00",75927,9535184,"2 / (2)",152.63
67,Akimoto,Saiko,JPN,,,84353,9305259,"3 / (3)",150.03
68,Hagiwara,Kumiko,JPN,43,"1976-08-10 00:00:00",73906,,"3 / (3)",144.23
69,Jenner,Clara,USA,18,"2000-12-01 00:00:00",91678,9535418,"2 / (2)",143.82
70,Asaya,Jurin,JPN,,,91510,,"2 / (2)",141.30
71,Lengkeek,Kira,CAN,20,"1998-11-24 00:00:00",87451,9105250,"3 / (4)",140.51
72,Anderson,Jamie,USA,29,"1990-09-13 00:00:00",17575,9535078,"1 / (1)",137.99
73,Cairns,Adriane,CAN,21,"1998-06-20 00:00:00",81321,9105241,"3 / (5)",137.55
74,Watson,"Lisa Mari",NOR,,,74908,,"2 / (2)",133.96
75,Sato,Aya,JPN,24,"1995-01-01 00:00:00",78600,9305279,"2 / (2)",133.80
76,Haller,Ursina,SUI,33,"1985-12-29 00:00:00",62972,7519989,"1 / (1)",132.69
77,Johnson,McKinzie,USA,,,85960,9535433,"2 / (2)",129.38
78,Rukajarvi,Enni,FIN,29,"1990-05-13 00:00:00",75256,9185019,"1 / (1)",128.96
79,Matsuoka,Tae,JPN,,,87174,,"3 / (3)",126.61
80,Ikola,Henna,FIN,21,"1998-04-26 00:00:00",84790,9185051,"3 / (3)",125.69
81,Molodyh,Livia,USA,20,"1999-06-30 00:00:00",86675,9535403,"3 / (3)",125.42
82,Ettel,Leilani,GER,18,"2001-07-05 00:00:00",88773,9205072,"2 / (2)",118.47
83,Suitiala,Ella,FIN,30,"1989-10-01 00:00:00",85514,9185036,"2 / (2)",115.82
84,Alm,Ingrid,NOR,32,"1987-04-24 00:00:00",24243,,"2 / (2)",114.60
85,Herleiksplass,Karoline,NOR,22,"1997-10-21 00:00:00",74162,9425039,"3 / (3)",113.85
86,MacDonald,Kirsty,CAN,25,"1994-02-28 00:00:00",79114,,"2 / (2)",110.67
87,Deck,Kennedi,CAN,22,"1997-08-22 00:00:00",87790,9105263,"3 / (3)",108.48
88,Rusin,Katarzyna,POL,25,"1994-01-21 00:00:00",75553,9435027,"1 / (1)",107.34
89,Kralj,Eva,SLO,19,"2000-10-04 00:00:00",86726,9565003,"3 / (3)",106.33
90,Obregon,Taylor,USA,22,"1996-12-02 00:00:00",83924,9535385,"3 / (3)",104.48
91,Atkins,Savanna,USA,,,83026,9535396,"2 / (2)",102.47
92,Komine,Sakura,JPN,,,83796,9305277,"2 / (2)",101.89
93,Zhai,Yue,CHN,,,92445,1129993,"2 / (2)",101.72
94,Nakakita,Ryo,JPN,,,76626,,"2 / (2)",100.45
95,Wu,Shaotong,CHN,,,92443,9125004,"1 / (1)",99.24
96,Retson,Christina,CAN,20,"1998-12-20 00:00:00",81020,,"3 / (3)",98.33
97,Nagae,Mayu,JPN,,,87967,9305343,"3 / (3)",98.13
98,Amundsen,Vilde,NOR,,,92010,,"2 / (2)",96.24
100,McDonald,Baily,CAN,21,"1998-06-05 00:00:00",91584,9105344,"3 / (3)",95.09
101,Hirono,Asami,JPN,29,"1990-11-08 00:00:00",83844,9305294,"1 / (1)",94.52
102,Kitahara,Ayumi,JPN,,,89377,9305312,"3 / (3)",93.16
103,Djukic,Lea,SUI,22,"1996-12-08 00:00:00",86596,9515145,"1 / (1)",91.96
