position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Kim,Chloe,USA,19,"2000-04-23 00:00:00",77873,9535393,"3 / (7)",1000.00
2,Mastro,Maddie,USA,19,"2000-02-22 00:00:00",77905,9535389,"3 / (7)",853.30
3,Liu,Jiayu,CHN,27,"1992-09-17 00:00:00",77457,1129974,"3 / (6)",834.00
4,Clark,Kelly,USA,36,"1983-07-26 00:00:00",65566,1470811,"3 / (5)",796.90
5,Castellet,Queralt,ESP,30,"1989-06-17 00:00:00",75419,1499921,"3 / (6)",780.07
6,Gold,Arielle,USA,23,"1996-05-04 00:00:00",76874,9535287,"3 / (7)",763.50
7,Cai,Xuetong,CHN,26,"1993-09-26 00:00:00",79864,1129975,"3 / (6)",721.27
8,Oe,Hikaru,JPN,24,"1995-08-03 00:00:00",79067,9305241,"3 / (8)",672.87
9,Imai,Kurumi,JPN,20,"1999-09-24 00:00:00",84354,9305315,"3 / (8)",668.14
10,Matsumoto,Haruna,JPN,26,"1993-07-26 00:00:00",76642,9305166,"3 / (6)",656.18
11,Tomita,Sena,JPN,20,"1999-10-05 00:00:00",81785,9305313,"3 / (7)",642.05
12,Maud,Tessa,USA,,,95320,9535486,"3 / (9)",549.47
13,Hosking,Elizabeth,CAN,18,"2001-07-22 00:00:00",87908,9105347,"3 / (7)",496.13
14,Li,Shuang,CHN,27,"1992-06-27 00:00:00",79950,1129977,"3 / (6)",456.19
15,Thovex,Mirabelle,FRA,28,"1991-08-24 00:00:00",72764,9195025,"3 / (3)",452.29
16,Ono,Mitsuki,JPN,,,91506,9305411,"3 / (6)",445.20
17,Arthur,Emily,AUS,20,"1999-04-24 00:00:00",75465,9045073,"3 / (7)",432.43
18,Rohrer,Verena,SUI,23,"1996-04-08 00:00:00",82499,9515128,"3 / (8)",430.33
19,Wicki,Berenice,SUI,17,"2002-09-24 00:00:00",85772,9515179,"3 / (6)",409.30
20,Qiu,Leng,CHN,,,92442,9125003,"3 / (6)",406.81
21,Tomita,Ruki,JPN,,,81778,9305337,"3 / (5)",365.45
22,Fenton,Summer,USA,25,"1994-06-19 00:00:00",76965,9535225,"3 / (5)",358.88
23,Valentine,Anna,USA,,,92954,9535435,"3 / (4)",352.80
24,Dhondt,Brooke,CAN,14,"2005-03-09 00:00:00",93624,,"3 / (6)",350.75
25,Crawford,Holly,AUS,35,"1984-02-10 00:00:00",72758,1049941,"3 / (3)",350.57
26,Kalapos,Zoe,USA,22,"1997-04-17 00:00:00",84471,9535344,"3 / (5)",350.16
27,Kazama,Runa,JPN,,,83837,9305309,"3 / (4)",349.84
28,Verdnik,Kaja,SLO,20,"1999-02-23 00:00:00",87134,1569999,"3 / (7)",345.53
29,Schuetz,Elena,SUI,16,"2003-04-26 00:00:00",91723,,"3 / (5)",343.39
30,Obregon,Taylor,USA,22,"1996-12-02 00:00:00",83924,9535385,"3 / (10)",335.43
31,Teter,Hannah,USA,32,"1987-01-27 00:00:00",50723,7313934,"2 / (2)",334.52
