position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Kim,Chloe,USA,19,"2000-04-23 00:00:00",77873,9535393,"3 / (9)",1000.00
2,Clark,Kelly,USA,36,"1983-07-26 00:00:00",65566,1470811,"3 / (9)",968.83
3,Mastro,Maddie,USA,19,"2000-02-22 00:00:00",77905,9535389,"3 / (10)",852.37
4,Matsumoto,Haruna,JPN,26,"1993-07-26 00:00:00",76642,9305166,"3 / (8)",841.73
5,Liu,Jiayu,CHN,27,"1992-09-17 00:00:00",77457,1129974,"3 / (9)",834.83
6,Cai,Xuetong,CHN,26,"1993-09-26 00:00:00",79864,1129975,"3 / (9)",812.03
7,Gold,Arielle,USA,23,"1996-05-04 00:00:00",76874,9535287,"3 / (10)",755.59
8,Tomita,Sena,JPN,20,"1999-10-05 00:00:00",81785,9305313,"3 / (11)",729.69
9,Oe,Hikaru,JPN,24,"1995-08-03 00:00:00",79067,9305241,"3 / (12)",702.48
10,Castellet,Queralt,ESP,30,"1989-06-17 00:00:00",75419,1499921,"3 / (6)",702.46
11,Imai,Kurumi,JPN,20,"1999-09-24 00:00:00",84354,9305315,"3 / (13)",657.77
12,Hight,Elena,USA,30,"1989-08-17 00:00:00",42143,7539968,"3 / (8)",648.37
13,Teter,Hannah,USA,32,"1987-01-27 00:00:00",50723,7313934,"3 / (6)",643.03
14,Thovex,Mirabelle,FRA,28,"1991-08-24 00:00:00",72764,9195025,"3 / (7)",624.36
15,Bright,Torah,AUS,32,"1986-12-27 00:00:00",43778,1049932,"3 / (4)",564.44
16,Arthur,Emily,AUS,20,"1999-04-24 00:00:00",75465,9045073,"3 / (12)",506.60
17,Kalapos,Zoe,USA,22,"1997-04-17 00:00:00",84471,9535344,"3 / (9)",501.30
18,Li,Shuang,CHN,27,"1992-06-27 00:00:00",79950,1129977,"3 / (9)",494.69
19,Rodriguez,Sophie,FRA,31,"1988-07-07 00:00:00",27981,1756476,"3 / (4)",480.81
20,Crawford,Holly,AUS,35,"1984-02-10 00:00:00",72758,1049941,"3 / (8)",460.55
21,Valentine,Anna,USA,,,92954,9535435,"3 / (7)",450.98
22,Wicki,Berenice,SUI,17,"2002-09-24 00:00:00",85772,9515179,"3 / (10)",414.25
23,Rohrer,Verena,SUI,23,"1996-04-08 00:00:00",82499,9515128,"3 / (5)",413.40
24,Qiu,Leng,CHN,,,92442,9125003,"3 / (9)",405.57
25,Nicoll,Mercedes,CAN,35,"1983-12-05 00:00:00",64606,1526101,"3 / (9)",395.94
26,Tsuyuki,Katie,CAN,37,"1982-03-04 00:00:00",78367,7105024,"3 / (7)",381.51
27,Edwards,Noelle,USA,22,"1996-12-23 00:00:00",82478,9535272,"3 / (9)",369.10
28,Verdnik,Kaja,SLO,20,"1999-02-23 00:00:00",87134,1569999,"3 / (13)",361.14
29,Ettel,Leilani,GER,18,"2001-07-05 00:00:00",88773,9205072,"3 / (8)",361.04
30,Fenton,Summer,USA,25,"1994-06-19 00:00:00",76965,9535225,"3 / (8)",349.09
31,Grimal,Clemence,FRA,25,"1994-03-04 00:00:00",77865,9195071,"3 / (3)",339.34
32,Maud,Tessa,USA,,,95320,9535486,"3 / (5)",339.19
33,Hosking,Elizabeth,CAN,18,"2001-07-22 00:00:00",87908,9105347,"3 / (10)",330.09
34,Irwin,Calynn,CAN,30,"1989-02-24 00:00:00",67468,7105068,"3 / (12)",311.96
35,Wu,Shaotong,CHN,,,92443,9125004,"3 / (8)",305.67
36,Minami,Sayano,JPN,22,"1997-05-01 00:00:00",83795,9305268,"2 / (2)",304.99
37,Barrett,"Madison Taylor",USA,21,"1998-04-01 00:00:00",79379,9535342,"3 / (6)",303.91
38,Asaya,Junna,JPN,21,"1998-09-16 00:00:00",87724,9305289,"3 / (3)",291.27
39,Kazama,Runa,JPN,,,83837,9305309,"3 / (3)",263.82
