position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Castellet,Queralt,ESP,31,"1989-06-17 00:00:00",75419,1499921,"3 / (8)",966.67
2,Cai,Xuetong,CHN,26,"1993-09-26 00:00:00",79864,1129975,"3 / (9)",898.93
3,Liu,Jiayu,CHN,27,"1992-09-17 00:00:00",77457,1129974,"3 / (4)",894.57
4,Mastro,Maddie,USA,20,"2000-02-22 00:00:00",77905,9535389,"3 / (6)",877.70
5,Tomita,Sena,JPN,20,"1999-10-05 00:00:00",81785,9305313,"3 / (6)",768.27
6,Imai,Kurumi,JPN,20,"1999-09-24 00:00:00",84354,9305315,"3 / (9)",742.33
7,Wu,Shaotong,CHN,,,92443,9125004,"3 / (9)",679.42
8,Rohrer,Verena,SUI,24,"1996-04-08 00:00:00",82499,9515128,"3 / (9)",654.83
9,Kim,Chloe,USA,20,"2000-04-23 00:00:00",77873,9535393,"2 / (2)",629.93
10,Tomita,Ruki,JPN,,,81778,9305337,"3 / (7)",595.23
11,Ono,Mitsuki,JPN,,,91506,9305411,"3 / (7)",591.13
12,Matsumoto,Haruna,JPN,26,"1993-07-26 00:00:00",76642,9305166,"3 / (9)",582.49
13,Qiu,Leng,CHN,,,92442,9125003,"3 / (7)",555.72
14,Hosking,Elizabeth,CAN,19,"2001-07-22 00:00:00",87908,9105347,"3 / (6)",527.76
15,Ettel,Leilani,GER,19,"2001-07-05 00:00:00",88773,9205072,"3 / (7)",510.15
16,Kaji,Manon,JPN,,,98108,9305404,"3 / (7)",480.29
17,Maud,Tessa,USA,,,95320,9535486,"3 / (9)",464.77
18,Wicki,Berenice,SUI,17,"2002-09-24 00:00:00",85772,9515179,"3 / (7)",460.98
19,Dhondt,Brooke,CAN,15,"2005-03-09 00:00:00",93624,,"3 / (11)",457.85
20,Gold,Arielle,USA,24,"1996-05-04 00:00:00",76874,9535287,"2 / (2)",450.00
21,Tamada,Takara,JPN,,,89491,9305310,"3 / (8)",446.79
22,Oe,Hikaru,JPN,24,"1995-08-03 00:00:00",79067,9305241,"3 / (5)",443.71
23,Thovex,Mirabelle,FRA,28,"1991-08-24 00:00:00",72764,9195025,"3 / (3)",437.14
24,Kakubari,Misaki,JPN,,,83835,9305344,"3 / (5)",419.45
25,Kitamura,Hazuki,JPN,,,98107,9305419,"3 / (5)",392.65
26,Schuetz,Elena,SUI,17,"2003-04-26 00:00:00",91723,9515192,"3 / (7)",370.46
27,Kalapos,Zoe,USA,23,"1997-04-17 00:00:00",84471,9535344,"3 / (5)",368.18
28,Alba,Sonora,USA,,,96995,,"3 / (4)",362.90
29,Wang,Jianjie,CHN,,,98670,9125040,"3 / (6)",362.35
30,Kamata,Ayako,JPN,,,87723,9305327,"3 / (6)",360.03
31,Wang,Jingjing,CHN,,,96063,9125017,"3 / (7)",354.77
32,Loetscher,Isabelle,SUI,,,88803,9515197,"3 / (6)",345.52
33,Shafer,Kaili,USA,,,88165,9535441,"3 / (7)",337.21
34,White,Kinsley,USA,,,86544,9535485,"3 / (7)",336.72
35,Simsovits,Alexandria,USA,,,96994,9535536,"3 / (8)",331.36
36,Comeau,Athena,USA,,,97649,,"3 / (9)",316.20
37,Arthur,Emily,AUS,21,"1999-04-24 00:00:00",75465,9045073,"3 / (5)",298.27
38,Black,Margie,USA,,,96505,9535502,"3 / (6)",285.88
39,Kita,Fuwari,JPN,,,94999,9305439,"3 / (4)",285.33
40,Gisler,Bianca,SUI,17,"2003-02-15 00:00:00",93678,9515199,"3 / (4)",269.42
41,Lee,Na-Yoon,KOR,,,97550,,"3 / (11)",258.75
42,Nashiki,Mirei,JPN,,,99341,,"3 / (6)",248.12
43,Bogart,Kailey,USA,,,98061,,"3 / (5)",240.95
44,Kolodziej,Klementyna,POL,,,78149,9435051,"3 / (5)",236.69
45,Zhang,Yinan,CHN,,,98676,9125041,"3 / (3)",234.10
46,Yang,Lu,CHN,,,98669,,"3 / (4)",231.75
47,Yamada,Rinoka,JPN,,,98205,9305420,"3 / (3)",222.96
48,Obregon,Taylor,USA,23,"1996-12-02 00:00:00",83924,9535385,"3 / (4)",217.78
49,Kolodziej,Shirly,SUI,,,94140,,"3 / (3)",217.62
50,Hasler,Leonie,SUI,,,99622,,"3 / (5)",213.50
51,Hardt,Sarah,GER,,,89340,9205077,"3 / (3)",211.46
52,Cowan,Ellah,USA,,,98243,,"3 / (6)",209.05
53,Ettel,Kona,GER,13,"2007-05-11 00:00:00",91588,,"3 / (3)",208.43
54,Kaneko,Hinata,JPN,,,94985,9305408,"3 / (4)",198.19
55,Geremia,Felicity,CAN,,,96569,,"3 / (5)",196.32
56,Cowan,Lola,USA,,,98229,,"3 / (5)",194.49
57,Shibata,Sora,JPN,,,98109,9305405,"3 / (3)",193.71
58,Kozuback,Kamilla,CAN,16,"2004-05-05 00:00:00",93492,9105435,"3 / (8)",185.86
59,Jia,Yanru,CHN,,,96064,9125015,"3 / (6)",184.75
60,Fu,Xinya,CHN,,,96065,9125018,"2 / (2)",183.62
61,Ulmer,Lily-Ann,CAN,,,98482,,"3 / (5)",181.57
62,Nishi,Momona,JPN,,,99340,,"3 / (4)",177.84
63,Poltera,Siria,SUI,14,"2006-03-01 00:00:00",87670,,"3 / (4)",177.72
64,Taka,Eveliina,FIN,,,93436,9185078,"3 / (3)",174.16
65,Asaya,Junna,JPN,21,"1998-09-16 00:00:00",87724,9305289,"2 / (2)",171.01
66,Pancochova,Sarka,CZE,29,"1990-11-01 00:00:00",74989,1159968,"3 / (3)",170.27
67,Kurosawa,Mahiro,JPN,,,99513,,"3 / (3)",159.18
68,Quintieri,Kaiya,USA,,,98718,9535565,"3 / (7)",155.17
69,Coumont,Summer,CAN,,,96589,,"3 / (4)",155.14
70,Spiteri,Jenise,MLT,27,"1992-09-20 00:00:00",83071,9535341,"2 / (2)",154.17
71,Kawahara,Riju,JPN,,,99455,,"3 / (6)",151.95
72,Goto,Hinako,JPN,,,93167,9305316,"3 / (5)",149.14
73,Mori,Momoha,JPN,,,95206,9305391,"3 / (3)",143.11
74,Inaba,Mikoto,JPN,,,99659,,"3 / (3)",142.98
75,Ito,Hitomi,JPN,,,87733,,"3 / (3)",139.89
76,Walker,Jenna,CAN,,,98468,,"3 / (5)",138.92
77,Fujiwara,Mio,JPN,,,98152,,"3 / (5)",124.75
78,Kutcher,Stella,CAN,,,96574,,"3 / (5)",123.19
79,Connor,Meredith,USA,,,97795,9535562,"3 / (4)",116.62
80,Cook,Ava,CAN,,,97943,,"3 / (5)",116.47
81,Somaini,Carla,SUI,28,"1991-10-13 00:00:00",80734,9515153,"1 / (1)",116.07
82,Fenton,Summer,USA,26,"1994-06-19 00:00:00",76965,9535225,"1 / (1)",114.81
83,Buckley,Katy,USA,,,98713,9535566,"3 / (3)",114.77
84,Candrian,Sina,SUI,31,"1988-11-21 00:00:00",52643,9515010,"1 / (1)",114.28
85,Kamimura,Mion,JPN,,,99457,,"3 / (4)",113.16
86,Jia,Lulu,CHN,,,96061,9125016,"3 / (3)",110.97
87,Yonetsu,Yotsuba,JPN,,,99342,,"3 / (4)",110.86
88,Immonen,Veera,FIN,,,95738,9185079,"3 / (3)",107.95
89,Sannomiya,Mizuki,JPN,,,93166,9305273,"3 / (3)",103.33
90,Ballantyne,Becca,CAN,,,83320,9105374,"3 / (3)",102.15
91,Mori,Meibi,JPN,,,96530,,"3 / (4)",99.99
92,Powers,Victoria,USA,,,98719,9535559,"3 / (3)",99.88
93,Pelfrey,Kanoe,USA,26,"1994-02-28 00:00:00",92188,9535444,"3 / (6)",97.60
94,Starblanket,Ava,CAN,,,98467,,"3 / (3)",95.99
95,Chen,Alexandra,AUS,,,92293,9045098,"2 / (2)",95.80
96,Imura,Noa,JPN,,,97164,,"3 / (4)",94.43
97,"Jong De",Jacquelina,NED,14,"2006-03-08 00:00:00",88775,,"3 / (4)",94.34
98,Cohen,Gabby,USA,,,96123,9535491,"3 / (3)",91.71
99,Hyatt,Kianah,CAN,17,"2002-08-28 00:00:00",92616,9105404,"3 / (4)",90.93
100,Mueller,Lena,SUI,17,"2003-01-21 00:00:00",90856,9515207,"2 / (2)",90.36
101,Ohashi,Sorana,JPN,,,99456,,"3 / (3)",90.21
102,Wei,Xinzhuo,CHN,,,100189,9125119,"2 / (2)",88.45
103,Graven,Isla,CAN,,,97961,,"3 / (5)",88.38
104,Mondani,Samuela,SUI,,,97422,9515195,"2 / (2)",88.17
105,Thomas,Kristen,USA,,,98715,9535538,"3 / (4)",88.14
106,Shibata,Nanako,JPN,,,98149,,"3 / (5)",86.16
107,Wang,Pinxuan,CHN,,,100191,9125118,"2 / (2)",85.25
108,Bakke,Emma,NOR,,,95307,,"2 / (2)",85.13
109,Perach,Yugala,GER,,,97056,,"1 / (1)",84.83
110,Ewoldt,Django,USA,,,95849,9535584,"3 / (4)",84.08
111,Sarkipaju,Telma,FIN,,,97426,9185080,"1 / (1)",84.04
112,Tahara,Yumiko,JPN,,,97163,,"3 / (3)",76.93
113,Elvy,Sascha,AUS,,,99422,,"3 / (4)",75.39
114,Poon,Marylin,USA,,,91827,,"1 / (1)",75.27
115,Boulanger,Kinsey,CAN,,,99867,9105480,"3 / (6)",73.39
116,Murakami,Miyuki,JPN,,,89576,,"3 / (3)",73.25
117,Rivera,Riley,USA,,,97648,,"1 / (1)",72.24
118,Benneker,Olivia,SUI,,,94955,,"3 / (3)",71.64
119,Mogi,Megumi,JPN,,,98151,,"3 / (3)",70.54
120,Merkhoffer,Melina,GER,26,"1994-01-09 00:00:00",82929,9205071,"1 / (1)",70.02
121,Webster,Kirsten,USA,,,99189,,"1 / (1)",67.87
122,Haensel,Ronja,AUT,,,96457,9055105,"1 / (1)",66.42
123,Kitazawa,Asuka,JPN,,,89577,,"2 / (2)",65.47
124,Verdnik,Kaja,SLO,21,"1999-02-23 00:00:00",87134,1569999,"1 / (1)",64.65
125,Yang,Le,CHN,,,99717,9125060,"2 / (2)",64.47
126,Wilson,Beth,CAN,18,"2001-09-28 00:00:00",91609,9105393,"3 / (4)",63.37
127,Mizuguchi,Yuki,JPN,,,93139,,"3 / (3)",62.13
128,Partridge,Natalie,USA,,,97773,,"1 / (1)",62.05
129,Guo,Qianyi,CHN,,,96062,9125014,"1 / (1)",58.20
130,Hedrich,Anne,GER,,,97057,,"1 / (1)",58.18
131,Tarasoff,Reese,CAN,,,93754,9105422,"3 / (3)",57.47
132,Watanabe,Kirara,JPN,,,99343,,"3 / (3)",56.94
133,Hagiwara,Kumiko,JPN,43,"1976-08-10 00:00:00",73906,,"2 / (2)",56.24
134,Smigel,Sophia,CAN,,,99423,,"2 / (2)",55.74
135,Kostenko,Elena,RUS,24,"1995-08-29 00:00:00",89882,9485178,"1 / (1)",54.55
136,Lehtinen,Sini,FIN,20,"2000-05-25 00:00:00",93267,9185075,"2 / (2)",54.34
137,Romanova,Varvara,RUS,,,97654,,"2 / (2)",52.79
138,Ide,Yukiko,JPN,,,87247,9305341,"1 / (1)",50.91
139,Bockhorni,Heli,GER,,,93814,,"1 / (1)",50.47
140,Neal,Kaylie,USA,,,100254,,"1 / (1)",50.20
141,Lee,"Bo Yeon",KOR,,,99262,,"3 / (3)",49.96
142,Sato,Rin,JPN,,,94987,9305409,"2 / (2)",49.29
143,Boesch,Lia-Mara,SUI,25,"1994-09-03 00:00:00",86595,9515157,"1 / (1)",48.16
144,Kuzu,Chie,JPN,,,95205,,"3 / (3)",47.00
145,Bruner,Venture,USA,,,99523,,"1 / (1)",46.55
146,Kim,Eunhee,KOR,,,99264,,"3 / (3)",46.54
146,Roll,Bettina,NOR,,,92495,9425056,"2 / (2)",46.54
148,Takeuchi,Yuri,JPN,,,93289,,"2 / (2)",46.16
149,Saarela,Enni,FIN,,,96441,,"2 / (2)",45.18
150,Cook,Kaeleigh,CAN,,,98481,,"3 / (5)",43.80
151,"Plur De La Rosa",Manola,GER,13,"2006-08-03 00:00:00",96340,,"1 / (1)",43.20
152,Danuser,Mona,SUI,,,93677,9515205,"1 / (1)",43.17
153,Berk,Aviela,USA,,,98483,,"1 / (1)",43.01
154,Rule,Peyton,CAN,,,99421,,"3 / (4)",42.01
155,Wang,Hanhan,CHN,,,99715,,"2 / (2)",41.77
156,Roberts,Kali,CAN,,,96573,,"2 / (2)",41.05
157,Mori,Masako,JPN,,,98138,,"3 / (3)",40.98
158,Brookes,Mia,GBR,,,97672,,"1 / (1)",40.75
159,Jekel,Lily,AUS,,,97547,,"1 / (1)",40.54
160,Bogdanova,Elizaveta,RUS,,,91094,9485287,"1 / (1)",39.93
161,Salis,Andrina,SUI,,,93064,,"1 / (1)",38.21
162,Shaw,Maelle,CAN,,,93621,,"3 / (3)",37.94
163,Kim,Beatrice,USA,,,97772,,"1 / (1)",37.75
164,Hall,Maggie,USA,,,98991,,"1 / (1)",36.39
165,Hahnl,Marie,GER,,,95335,9205088,"1 / (1)",36.28
167,Collins,Kaiya,NZL,,,97605,,"1 / (1)",36.00
168,Osther,Cornelia,NOR,,,97645,,"2 / (2)",35.80
169,Takahashi,Sui,JPN,,,99551,,"3 / (3)",34.76
170,Gricol,Jordyn,USA,,,100255,,"1 / (1)",34.65
171,Janett,Soha,SUI,,,99519,,"1 / (1)",33.81
172,Vatne-Larsen,"Thea Cassandra",NOR,19,"2000-12-06 00:00:00",93231,,"1 / (1)",33.33
172,Kwon,Sunoo,KOR,21,"1999-01-14 00:00:00",91104,9325030,"1 / (1)",33.33
174,Seidler,Katie,CAN,,,96571,,"3 / (3)",32.89
175,Scheidegger,Yuna,SUI,,,96744,,"2 / (2)",32.77
176,Sato,Megumi,JPN,40,"1979-09-05 00:00:00",76448,,"2 / (2)",31.52
177,Saito,Sayaka,JPN,,,96722,,"3 / (3)",31.12
178,Oswald,Ronja,SUI,,,98603,,"1 / (1)",30.81
179,Liu,Chenchen,CHN,,,99716,9125058,"2 / (2)",30.47
180,Narita,Keiko,JPN,,,95079,,"3 / (3)",30.14
181,Holden,Gabriella,USA,,,100252,,"1 / (1)",29.90
182,"Chavez Martinez","Maria Azul",ARG,,,96050,1039974,"1 / (1)",29.80
183,Kluge,Xenia,GER,,,95275,,"1 / (1)",29.70
184,Crompton,Maggie,CAN,,,94719,9105461,"1 / (1)",29.20
185,Niemelae,Carola,FIN,21,"1999-02-11 00:00:00",93235,9185071,"1 / (1)",28.79
186,Mylius,Maria,NOR,,,92494,9425054,"2 / (2)",28.71
187,"Espeli Olsen",Stine,NOR,,,92492,9425055,"1 / (1)",28.51
188,Meier,Julia,SUI,,,94951,,"1 / (1)",28.04
189,Tanno,Livia,SUI,17,"2002-07-27 00:00:00",92535,9515187,"1 / (1)",28.00
190,Choi,Elle,CAN,,,97962,,"3 / (3)",27.39
191,Kemmotsu,Chiharu,JPN,,,99671,,"2 / (2)",26.21
192,Bowler,"Margaret Grace",USA,,,97790,9535581,"2 / (2)",26.08
193,Kosova,Ekaterina,RUS,24,"1996-04-25 00:00:00",92144,9485164,"1 / (1)",26.03
194,Lonar,Ingrid,NOR,,,76095,,"1 / (1)",25.99
195,Corti,Tosca,SUI,,,98364,,"1 / (1)",25.49
196,Kim,Minseo,KOR,,,99346,,"3 / (3)",24.85
197,Bossard,Madita,SUI,,,98325,,"1 / (1)",24.83
198,Valikangas,Saana,FIN,,,90480,7185014,"1 / (1)",24.65
199,Leenderts,Anine,NOR,18,"2001-11-05 00:00:00",93207,,"1 / (1)",24.08
200,Steeg,Philippa,GER,,,98609,,"1 / (1)",23.37
201,Findlay,Millie,CAN,,,97942,,"1 / (1)",23.28
202,Wick,Lura,SUI,,,98256,,"1 / (1)",23.11
203,Pelchat,Juliette,CAN,,,94718,9105462,"1 / (1)",22.04
204,Yu,"Mi Young",KOR,,,82695,,"1 / (1)",21.01
205,Bietenholz,Anouk,SUI,,,98365,,"1 / (1)",20.87
206,"Kristiansen Rue",Andrea,NOR,,,99339,,"1 / (1)",19.98
207,Nakamura,Yaeko,JPN,,,96822,,"3 / (3)",19.79
208,Morimoto,Ikumi,JPN,,,95208,,"2 / (2)",19.50
209,Lisiecka,Maria,NOR,,,76739,,"1 / (1)",19.04
210,Gale,Madison,CAN,18,"2002-03-19 00:00:00",95604,9105430,"1 / (1)",18.92
211,Klebeck,Kiana,AUT,,,99970,,"1 / (1)",18.77
212,Bischof,Babet,SUI,20,"2000-04-22 00:00:00",92594,9515178,"1 / (1)",18.29
213,Luurila,Maija,FIN,,,95658,,"2 / (2)",18.01
214,Stalker,Meila,AUS,,,97604,,"1 / (1)",17.64
215,Grempel,Mia,GER,,,93576,9205089,"1 / (1)",17.27
216,Sprenger,Samira,SUI,,,98369,,"1 / (1)",16.77
217,Hallen,Veda,USA,,,98864,,"1 / (1)",16.52
219,Tamada,Nanae,JPN,,,95207,,"2 / (2)",15.70
220,Haring,Simone,SUI,,,86749,,"1 / (1)",15.38
221,Graf,Lynne,SUI,,,99982,,"1 / (1)",14.85
222,Douglas-Crampton,Zoe,CAN,,,100604,,"1 / (1)",14.81
223,Shimizu,Sara,JPN,,,99458,,"1 / (1)",14.69
224,Wuorivirta,Karoliina,FIN,,,93968,9185077,"1 / (1)",14.00
225,Gendron,Andie,CAN,16,"2003-09-03 00:00:00",88253,9105441,"1 / (1)",13.34
226,Wyss,Merlin,SUI,,,98613,,"1 / (1)",13.02
227,Aoki,Tomomi,JPN,,,95169,,"2 / (2)",12.86
228,Proydina,Juliya,RUS,,,94583,9485309,"1 / (1)",12.77
229,"Topp Oye","Nora Synnove",NOR,,,99332,,"1 / (1)",12.58
230,Misund,"Ine Marie",NOR,,,92496,9425053,"2 / (2)",12.54
231,Eilertsen,Hanne,NOR,21,"1999-03-23 00:00:00",89004,9425037,"1 / (1)",12.43
232,Mikuni,Momoka,JPN,,,99552,9305446,"1 / (1)",11.89
233,Wellard,Presley,CAN,,,97941,,"1 / (1)",11.54
234,"Plur De La Rosa",Lucia,GER,,,97275,,"1 / (1)",11.37
235,Imper,"Niah Johanna",SUI,,,98367,,"1 / (1)",11.25
236,Jaakkola,Milja,FIN,,,95667,,"1 / (1)",10.91
237,Tucker,Julie,CAN,,,100605,,"1 / (1)",10.79
238,Yamazaki,Tsuki,JPN,,,99459,,"1 / (1)",10.75
239,Coubes,Emma,SUI,,,100639,,"1 / (1)",10.02
240,Inafuku,Yuko,JPN,,,91507,,"1 / (1)",9.56
241,Lukaschek,Ida,GER,,,98608,,"1 / (1)",9.53
242,Lyu,Zhikun,CHN,,,100190,,"1 / (1)",9.26
243,Liu,Jinping,CHN,,,99718,9125050,"1 / (1)",9.14
244,Greene,Olivia,USA,,,97794,9535580,"1 / (1)",9.09
245,Kutcher,Olive,CAN,,,99419,,"2 / (2)",8.88
245,Moore,Allison,CAN,,,100606,,"1 / (1)",8.88
247,Hendrix,Barrett,USA,,,96988,,"1 / (1)",8.82
248,Brearley,Emma,CAN,,,93331,,"1 / (1)",8.45
249,Scott,Penelope,USA,,,100253,,"1 / (1)",8.12
250,McCaffrey,Angelina,CAN,,,98488,,"2 / (2)",7.90
251,Skinner,Liliana,SUI,,,99975,,"1 / (1)",7.87
252,Larkiala,Stella,FIN,,,96552,,"2 / (2)",7.46
253,Ikeda,Akane,JPN,,,96529,,"1 / (1)",6.72
254,Lounis,"Lénnie Camille",SUI,,,99980,,"1 / (1)",6.23
255,Aulejtner,Malgorzata,POL,,,85622,,"1 / (1)",6.10
256,Mueller,Paulina,GER,,,99291,,"1 / (1)",5.62
257,Munemoto,Asuka,JPN,,,96821,,"1 / (1)",5.35
258,Olsen,Gabby,CAN,,,100601,,"1 / (1)",5.21
259,Vainionpaeae,Wilma,FIN,,,95741,,"1 / (1)",5.21
260,Reusser,Eliane,SUI,,,100640,,"1 / (1)",4.91
261,Sigg,"Lani Tara",SUI,,,99977,,"1 / (1)",4.64
262,Defelice,Rachel,CAN,,,97470,,"1 / (1)",4.49
263,Jiang,Xiaofan,CHN,,,99719,,"1 / (1)",4.48
264,Desjardins,Rose,CAN,,,96236,,"1 / (1)",4.05
265,Koeppe,Skylar,USA,,,98771,,"1 / (1)",4.03
266,Hata,Reina,JPN,,,99669,,"1 / (1)",3.99
267,Clarke,Gabi,CAN,,,100602,,"1 / (1)",3.45
268,Golland,Ella,SUI,,,99976,,"1 / (1)",3.07
269,Furukawa,Mizuki,JPN,,,99670,,"1 / (1)",2.64
270,Tanaka,Akari,JPN,,,98225,,"1 / (1)",2.45
271,Tanimura,Nami,JPN,,,100019,,"1 / (1)",2.17
272,Belisle,Brianna,CAN,,,99947,,"1 / (1)",1.99
273,McCreary,Presley,CAN,,,99420,,"1 / (1)",1.82
274,Sundquist,Eliana,CAN,,,100603,,"1 / (1)",1.71
275,Demke,Lisa,SUI,,,99981,,"1 / (1)",1.53
276,Yoshida,Chiyo,JPN,,,96718,,"1 / (1)",1.31
277,Hayakawa,Kaori,JPN,,,98228,,"1 / (1)",0.81
