position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Kim,Chloe,USA,19,"2000-04-23 00:00:00",77873,9535393,"3 / (9)",1000.00
2,Clark,Kelly,USA,36,"1983-07-26 00:00:00",65566,1470811,"3 / (9)",968.83
3,Cai,Xuetong,CHN,26,"1993-09-26 00:00:00",79864,1129975,"3 / (9)",855.03
4,Mastro,Maddie,USA,19,"2000-02-22 00:00:00",77905,9535389,"3 / (9)",852.37
5,Matsumoto,Haruna,JPN,26,"1993-07-26 00:00:00",76642,9305166,"3 / (9)",841.73
6,Liu,Jiayu,CHN,27,"1992-09-17 00:00:00",77457,1129974,"3 / (9)",834.83
7,Hight,Elena,USA,30,"1989-08-17 00:00:00",42143,7539968,"3 / (8)",815.83
8,Gold,Arielle,USA,23,"1996-05-04 00:00:00",76874,9535287,"3 / (10)",775.42
9,Tomita,Sena,JPN,20,"1999-10-05 00:00:00",81785,9305313,"3 / (11)",729.69
10,Oe,Hikaru,JPN,24,"1995-08-03 00:00:00",79067,9305241,"3 / (13)",702.48
11,Castellet,Queralt,ESP,30,"1989-06-17 00:00:00",75419,1499921,"3 / (6)",695.79
12,Imai,Kurumi,JPN,20,"1999-09-24 00:00:00",84354,9305315,"3 / (14)",657.77
13,Teter,Hannah,USA,32,"1987-01-27 00:00:00",50723,7313934,"3 / (6)",643.03
14,Thovex,Mirabelle,FRA,28,"1991-08-24 00:00:00",72764,9195025,"3 / (7)",624.36
15,Bright,Torah,AUS,32,"1986-12-27 00:00:00",43778,1049932,"3 / (3)",545.74
16,Rohrer,Verena,SUI,23,"1996-04-08 00:00:00",82499,9515128,"3 / (7)",538.59
17,Arthur,Emily,AUS,20,"1999-04-24 00:00:00",75465,9045073,"3 / (11)",506.60
18,Kalapos,Zoe,USA,22,"1997-04-17 00:00:00",84471,9535344,"3 / (9)",501.30
19,Rodriguez,Sophie,FRA,31,"1988-07-07 00:00:00",27981,1756476,"3 / (5)",480.81
20,Grimal,Clemence,FRA,25,"1994-03-04 00:00:00",77865,9195071,"3 / (4)",456.34
21,Valentine,Anna,USA,,,92954,9535435,"3 / (6)",450.98
22,Asaya,Junna,JPN,21,"1998-09-16 00:00:00",87724,9305289,"3 / (4)",442.26
23,Li,Shuang,CHN,27,"1992-06-27 00:00:00",79950,1129977,"3 / (9)",442.19
24,Crawford,Holly,AUS,35,"1984-02-10 00:00:00",72758,1049941,"3 / (7)",439.15
25,Minami,Sayano,JPN,22,"1997-05-01 00:00:00",83795,9305268,"3 / (3)",423.29
26,Wicki,Berenice,SUI,17,"2002-09-24 00:00:00",85772,9515179,"3 / (8)",414.25
27,Qiu,Leng,CHN,,,92442,9125003,"3 / (9)",405.57
28,Nicoll,Mercedes,CAN,35,"1983-12-05 00:00:00",64606,1526101,"3 / (9)",395.94
29,Tsuyuki,Katie,CAN,37,"1982-03-04 00:00:00",78367,7105024,"3 / (8)",381.51
30,Edwards,Noelle,USA,22,"1996-12-23 00:00:00",82478,9535272,"3 / (8)",369.10
31,Ettel,Leilani,GER,18,"2001-07-05 00:00:00",88773,9205072,"3 / (9)",361.04
32,Fenton,Summer,USA,25,"1994-06-19 00:00:00",76965,9535225,"3 / (7)",349.09
33,Komine,Sakura,JPN,,,83796,9305277,"3 / (3)",347.12
34,Maud,Tessa,USA,,,95320,9535486,"3 / (5)",339.19
35,Hatta,Rika,JPN,28,"1991-08-31 00:00:00",73886,9305089,"3 / (3)",335.23
36,Kazama,Runa,JPN,,,83837,9305309,"3 / (4)",331.72
37,Hosking,Elizabeth,CAN,18,"2001-07-22 00:00:00",87908,9105347,"3 / (10)",330.09
38,Irwin,Calynn,CAN,30,"1989-02-24 00:00:00",67468,7105068,"3 / (13)",311.96
39,Barrett,"Madison Taylor",USA,21,"1998-04-01 00:00:00",79379,9535342,"3 / (5)",303.91
