position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Kim,Chloe,USA,19,"2000-04-23 00:00:00",77873,9535393,"3 / (8)",1000.00
2,Clark,Kelly,USA,36,"1983-07-26 00:00:00",65566,1470811,"3 / (7)",968.83
3,Cai,Xuetong,CHN,26,"1993-09-26 00:00:00",79864,1129975,"3 / (9)",855.03
4,Mastro,Maddie,USA,19,"2000-02-22 00:00:00",77905,9535389,"3 / (8)",843.20
5,Matsumoto,Haruna,JPN,26,"1993-07-26 00:00:00",76642,9305166,"3 / (8)",841.73
6,Liu,Jiayu,CHN,27,"1992-09-17 00:00:00",77457,1129974,"3 / (9)",840.27
7,Hight,Elena,USA,30,"1989-08-17 00:00:00",42143,7539968,"3 / (7)",838.24
8,Gold,Arielle,USA,23,"1996-05-04 00:00:00",76874,9535287,"3 / (8)",749.63
9,Oe,Hikaru,JPN,24,"1995-08-03 00:00:00",79067,9305241,"3 / (10)",702.48
10,Tomita,Sena,JPN,20,"1999-10-05 00:00:00",81785,9305313,"3 / (9)",701.25
11,Teter,Hannah,USA,32,"1987-01-27 00:00:00",50723,7313934,"3 / (5)",639.79
12,Thovex,Mirabelle,FRA,28,"1991-08-24 00:00:00",72764,9195025,"3 / (7)",622.70
13,Imai,Kurumi,JPN,20,"1999-09-24 00:00:00",84354,9305315,"3 / (11)",617.93
14,Rohrer,Verena,SUI,23,"1996-04-08 00:00:00",82499,9515128,"3 / (7)",538.59
15,Rodriguez,Sophie,FRA,31,"1988-07-07 00:00:00",27981,1756476,"3 / (5)",533.07
16,Grimal,Clemence,FRA,25,"1994-03-04 00:00:00",77865,9195071,"3 / (5)",532.27
17,Kalapos,Zoe,USA,22,"1997-04-17 00:00:00",84471,9535344,"3 / (8)",501.30
18,Castellet,Queralt,ESP,30,"1989-06-17 00:00:00",75419,1499921,"3 / (4)",468.19
19,Valentine,Anna,USA,,,92954,9535435,"3 / (4)",450.98
20,Arthur,Emily,AUS,20,"1999-04-24 00:00:00",75465,9045073,"3 / (9)",446.15
21,Asaya,Junna,JPN,21,"1998-09-16 00:00:00",87724,9305289,"3 / (4)",442.26
22,Crawford,Holly,AUS,35,"1984-02-10 00:00:00",72758,1049941,"3 / (6)",439.15
23,Li,Shuang,CHN,27,"1992-06-27 00:00:00",79950,1129977,"3 / (8)",430.94
24,Minami,Sayano,JPN,22,"1997-05-01 00:00:00",83795,9305268,"3 / (3)",423.29
25,Fenton,Summer,USA,25,"1994-06-19 00:00:00",76965,9535225,"3 / (6)",390.28
26,Qiu,Leng,CHN,,,92442,9125003,"3 / (8)",388.53
27,Tsuyuki,Katie,CAN,37,"1982-03-04 00:00:00",78367,7105024,"3 / (8)",381.51
28,Wicki,Berenice,SUI,17,"2002-09-24 00:00:00",85772,9515179,"3 / (7)",377.24
