position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Kim,Chloe,USA,19,"2000-04-23 00:00:00",77873,9535393,"3 / (6)",1000.00
2,Mastro,Maddie,USA,19,"2000-02-22 00:00:00",77905,9535389,"3 / (6)",886.12
3,Castellet,Queralt,ESP,30,"1989-06-17 00:00:00",75419,1499921,"3 / (8)",881.00
4,Cai,Xuetong,CHN,26,"1993-09-26 00:00:00",79864,1129975,"3 / (8)",865.27
5,Tomita,Sena,JPN,20,"1999-10-05 00:00:00",81785,9305313,"3 / (6)",768.27
6,Gold,Arielle,USA,23,"1996-05-04 00:00:00",76874,9535287,"3 / (6)",719.73
7,Imai,Kurumi,JPN,20,"1999-09-24 00:00:00",84354,9305315,"3 / (10)",698.24
8,Rohrer,Verena,SUI,23,"1996-04-08 00:00:00",82499,9515128,"3 / (10)",670.09
9,Oe,Hikaru,JPN,24,"1995-08-03 00:00:00",79067,9305241,"3 / (10)",641.75
10,Ono,Mitsuki,JPN,,,91506,9305411,"3 / (6)",618.03
11,Maud,Tessa,USA,,,95320,9535486,"3 / (12)",590.96
12,Hosking,Elizabeth,CAN,18,"2001-07-22 00:00:00",87908,9105347,"3 / (8)",551.86
13,Matsumoto,Haruna,JPN,26,"1993-07-26 00:00:00",76642,9305166,"3 / (10)",550.64
14,Wu,Shaotong,CHN,,,92443,9125004,"3 / (6)",501.47
15,Liu,Jiayu,CHN,27,"1992-09-17 00:00:00",77457,1129974,"3 / (3)",499.00
16,Qiu,Leng,CHN,,,92442,9125003,"3 / (7)",465.21
17,Tomita,Ruki,JPN,,,81778,9305337,"3 / (5)",461.89
18,Wicki,Berenice,SUI,17,"2002-09-24 00:00:00",85772,9515179,"3 / (8)",460.09
19,Thovex,Mirabelle,FRA,28,"1991-08-24 00:00:00",72764,9195025,"3 / (4)",453.77
20,Dhondt,Brooke,CAN,14,"2005-03-09 00:00:00",93624,,"3 / (10)",450.75
21,Ettel,Leilani,GER,18,"2001-07-05 00:00:00",88773,9205072,"3 / (5)",404.86
22,Kitamura,Hazuki,JPN,,,98107,,"3 / (5)",392.65
23,Wang,Jingjing,CHN,,,96063,9125017,"3 / (8)",377.86
24,Kakubari,Misaki,JPN,,,83835,9305344,"3 / (4)",360.32
25,Comeau,Athena,USA,,,97649,,"3 / (7)",349.43
26,Obregon,Taylor,USA,22,"1996-12-02 00:00:00",83924,9535385,"3 / (5)",335.43
27,Schuetz,Elena,SUI,16,"2003-04-26 00:00:00",91723,,"3 / (6)",325.51
28,White,Kinsley,USA,,,86544,9535485,"3 / (8)",324.19
29,Tamada,Takara,JPN,,,89491,9305310,"3 / (4)",314.89
30,Wang,Jianjie,CHN,,,98670,,"3 / (6)",289.24
31,Shafer,Kaili,USA,,,88165,9535441,"3 / (6)",288.75
32,Simsovits,Alexandria,USA,,,96994,9535536,"3 / (7)",267.87
33,Kita,Fuwari,JPN,,,94999,9305439,"3 / (3)",264.54
34,Fenton,Summer,USA,25,"1994-06-19 00:00:00",76965,9535225,"3 / (3)",261.31
35,Black,Margie,USA,,,96505,9535502,"3 / (6)",255.87
36,Fu,Xinya,CHN,,,96065,9125018,"3 / (6)",254.88
37,Kalapos,Zoe,USA,22,"1997-04-17 00:00:00",84471,9535344,"3 / (4)",247.48
38,Bogart,Kailey,USA,,,98061,,"3 / (7)",237.90
39,Gisler,Bianca,SUI,16,"2003-02-15 00:00:00",93678,9515199,"3 / (4)",233.17
40,Kolodziej,Klementyna,POL,,,78149,9435051,"3 / (4)",229.91
41,Loetscher,Isabelle,SUI,,,88803,9515197,"3 / (3)",227.29
42,Pancochova,Sarka,CZE,29,"1990-11-01 00:00:00",74989,1159968,"3 / (3)",225.96
43,Yamada,Rinoka,JPN,,,98205,,"3 / (3)",222.96
44,Kaji,Manon,JPN,,,98108,,"3 / (3)",211.69
45,Cowan,Ellah,USA,,,98243,,"3 / (7)",210.93
46,Webster,Kirsten,USA,,,99189,,"3 / (4)",203.60
47,Asaya,Junna,JPN,21,"1998-09-16 00:00:00",87724,9305289,"3 / (3)",198.63
48,Kaneko,Hinata,JPN,,,94985,9305408,"3 / (3)",198.19
49,Shibata,Sora,JPN,,,98109,,"3 / (4)",193.71
50,Jia,Lulu,CHN,,,96061,9125016,"2 / (2)",180.23
51,Nishi,Momona,JPN,,,99340,,"3 / (4)",177.84
52,Ettel,Kona,GER,12,"2007-05-11 00:00:00",91588,,"3 / (3)",173.53
53,Thurgood,Jade,USA,,,95866,9535487,"2 / (2)",169.43
54,Arthur,Emily,AUS,20,"1999-04-24 00:00:00",75465,9045073,"3 / (3)",168.67
55,Jia,Yanru,CHN,,,96064,9125015,"3 / (8)",166.51
56,Sannomiya,Mizuki,JPN,,,93166,9305273,"3 / (4)",157.97
57,Ballantyne,Becca,CAN,,,83320,9105374,"3 / (3)",157.34
58,Kamata,Ayako,JPN,,,87723,9305327,"2 / (2)",156.56
59,Mueller,Lena,SUI,16,"2003-01-21 00:00:00",90856,9515207,"3 / (3)",152.35
60,Nashiki,Mirei,JPN,,,99341,,"3 / (4)",146.96
61,Mori,Momoha,JPN,,,95206,9305391,"3 / (3)",143.11
62,Quintieri,Kaiya,USA,,,98718,,"3 / (4)",142.63
63,Connor,Meredith,USA,,,97795,9535562,"3 / (5)",131.72
64,Yang,Lu,CHN,,,98669,,"3 / (3)",130.06
65,Walker,Jenna,CAN,,,98468,,"3 / (3)",129.46
