position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Clark,Kelly,USA,36,"1983-07-26 00:00:00",65566,1470811,"3 / (7)",1000.00
2,Kim,Chloe,USA,19,"2000-04-23 00:00:00",77873,9535393,"3 / (5)",867.90
3,Bleiler,Gretchen,USA,38,"1981-10-04 00:00:00",25221,,"3 / (5)",851.23
4,Farrington,Kaitlyn,USA,29,"1989-12-18 00:00:00",72956,9535101,"3 / (5)",796.03
5,Gold,Arielle,USA,23,"1996-05-04 00:00:00",76874,9535287,"3 / (5)",773.27
6,Cai,Xuetong,CHN,26,"1993-09-26 00:00:00",79864,1129975,"3 / (6)",743.40
7,Castellet,Queralt,ESP,30,"1989-06-17 00:00:00",75419,1499921,"3 / (7)",730.23
8,Okada,Rana,JPN,28,"1991-01-05 00:00:00",69292,,"3 / (5)",728.07
9,Rodriguez,Sophie,FRA,31,"1988-07-07 00:00:00",27981,1756476,"3 / (8)",676.02
10,Hight,Elena,USA,30,"1989-08-17 00:00:00",42143,7539968,"3 / (4)",651.33
11,Teter,Hannah,USA,32,"1987-01-27 00:00:00",50723,7313934,"3 / (4)",641.93
12,Bright,Torah,AUS,32,"1986-12-27 00:00:00",43778,1049932,"2 / (2)",609.96
13,Furihata,Yuki,JPN,34,"1985-06-14 00:00:00",73876,,"3 / (4)",606.33
14,Li,Shuang,CHN,27,"1992-06-27 00:00:00",79950,1129977,"3 / (5)",602.85
15,Sinclair,Rebecca,NZL,28,"1991-09-11 00:00:00",72320,9415013,"3 / (5)",583.25
16,Liu,Jiayu,CHN,27,"1992-09-17 00:00:00",77457,1129974,"3 / (5)",577.48
17,Matsumoto,Haruna,JPN,26,"1993-07-26 00:00:00",76642,9305166,"3 / (5)",539.68
18,Haller,Ursina,SUI,33,"1985-12-29 00:00:00",62972,7519989,"3 / (6)",509.97
19,Oe,Hikaru,JPN,24,"1995-08-03 00:00:00",79067,9305241,"3 / (5)",493.65
20,Thovex,Mirabelle,FRA,28,"1991-08-24 00:00:00",72764,9195025,"3 / (7)",492.04
21,Grimal,Clemence,FRA,25,"1994-03-04 00:00:00",77865,9195071,"3 / (6)",491.43
22,Hollingsworth,Ellery,USA,28,"1991-09-02 00:00:00",69578,9535049,"3 / (4)",487.00
23,Nicoll,Mercedes,CAN,35,"1983-12-05 00:00:00",64606,1526101,"3 / (7)",470.33
24,Purtschert,Nadja,SUI,30,"1989-09-03 00:00:00",72609,9515034,"3 / (5)",442.95
25,Rohrer,Verena,SUI,23,"1996-04-08 00:00:00",82499,9515128,"3 / (6)",439.83
26,Berger,Kelly,USA,23,"1996-01-11 00:00:00",79470,,"3 / (7)",439.82
27,Duckworth,Alexandra,CAN,32,"1987-11-11 00:00:00",71851,7105047,"3 / (7)",413.68
28,Kalapos,Zoe,USA,22,"1997-04-17 00:00:00",84471,9535344,"3 / (7)",404.57
29,Sadar,Cilka,SLO,28,"1991-09-18 00:00:00",73089,1569963,"3 / (5)",382.63
30,Fenton,Summer,USA,25,"1994-06-19 00:00:00",76965,9535225,"3 / (6)",377.25
31,Crawford,Holly,AUS,35,"1984-02-10 00:00:00",72758,1049941,"3 / (4)",376.27
32,Mastro,Maddie,USA,19,"2000-02-22 00:00:00",77905,9535389,"3 / (4)",366.89
33,Suitiala,Ella,FIN,30,"1989-10-01 00:00:00",85514,9185036,"3 / (4)",365.30
34,Arthur,Emily,AUS,20,"1999-04-24 00:00:00",75465,9045073,"3 / (7)",363.53
35,Sun,Zhifeng,CHN,,,77458,1129956,"3 / (5)",341.71
36,Tsuyuki,Katie,CAN,37,"1982-03-04 00:00:00",78367,7105024,"3 / (7)",330.38
37,Trigger,Hannah,AUS,32,"1987-02-05 00:00:00",72855,1049953,"3 / (5)",326.19
38,Somaini,Carla,SUI,28,"1991-10-13 00:00:00",80734,9515153,"3 / (3)",312.10
39,Irwin,Calynn,CAN,30,"1989-02-24 00:00:00",67468,7105068,"3 / (8)",309.47
40,Schaffrick,Madeline,USA,25,"1994-04-29 00:00:00",75927,9535184,"2 / (2)",309.47
41,Bernard,Emma,FRA,25,"1994-06-27 00:00:00",75865,9195074,"3 / (5)",305.89
42,Dramise,Jenna,USA,29,"1990-06-30 00:00:00",76962,9535244,"3 / (6)",299.61
43,Wang,Xuemei,CHN,,,88519,1129992,"3 / (4)",283.48
44,Edwards,Noelle,USA,22,"1996-12-23 00:00:00",82478,9535272,"3 / (5)",271.79
45,Honda,Misa,JPN,25,"1994-01-18 00:00:00",78601,9305191,"3 / (3)",257.60
46,Larochaix,Thalie,FRA,20,"1999-01-14 00:00:00",81637,9195178,"3 / (5)",256.14
47,Makar,Morena,CRO,34,"1985-01-22 00:00:00",79808,1389914,"3 / (6)",250.67
48,Magiros,Stephanie,AUS,28,"1991-05-05 00:00:00",77510,9045061,"3 / (6)",246.46
49,Wicki,Berenice,SUI,17,"2002-09-24 00:00:00",85772,9515179,"3 / (6)",241.02
50,Kelly,Kirby,USA,24,"1995-04-06 00:00:00",79278,9535283,"3 / (4)",239.88
51,Barrett,"Madison Taylor",USA,21,"1998-04-01 00:00:00",79379,9535342,"3 / (4)",233.65
52,Mittermueller,Silvia,GER,36,"1983-08-08 00:00:00",32669,1708267,"3 / (3)",233.24
53,Pancochova,Sarka,CZE,29,"1990-11-01 00:00:00",74989,1159968,"3 / (3)",227.44
54,Verdnik,Kaja,SLO,20,"1999-02-23 00:00:00",87134,1569999,"3 / (9)",222.14
55,Langland,Hailey,USA,19,"2000-08-02 00:00:00",94228,9535409,"2 / (0)",210.21
56,Spiteri,Jenise,MLT,27,"1992-09-20 00:00:00",83071,9535341,"3 / (5)",200.45
57,Arazny,Amber,AUS,29,"1990-05-09 00:00:00",75375,9045034,"3 / (4)",200.32
58,Opsal,Kari,NOR,28,"1991-03-04 00:00:00",72672,,"2 / (2)",200.00
58,Kazama,Runa,JPN,,,83837,9305309,"3 / (4)",200.00
60,Djukic,Lea,SUI,22,"1996-12-08 00:00:00",86596,9515145,"2 / (2)",199.72
61,McManiman,Audrey,CAN,24,"1995-01-24 00:00:00",82002,9105226,"3 / (5)",197.00
62,Imai,Kurumi,JPN,20,"1999-09-24 00:00:00",84354,9305315,"2 / (2)",190.68
63,Kamata,Ayako,JPN,,,87723,9305327,"3 / (3)",183.89
64,Shaw,Serena,USA,24,"1995-01-22 00:00:00",77963,9535241,"2 / (2)",179.43
65,Thompson,Nora,NOR,,,76711,,"2 / (2)",176.42
66,Toriyama,Mizuki,JPN,,,90454,,"3 / (4)",172.62
67,Clavuot,Silvana,SUI,25,"1994-08-17 00:00:00",77870,,"2 / (2)",170.30
68,Hosking,Elizabeth,CAN,18,"2001-07-22 00:00:00",87908,9105347,"3 / (3)",164.81
69,Smans,Loranne,BEL,22,"1997-10-30 00:00:00",81104,1069919,"3 / (3)",164.34
70,Branthoover,Shannon,USA,21,"1997-12-28 00:00:00",81576,,"3 / (4)",161.74
71,Augustinova,Diana,CZE,24,"1995-09-28 00:00:00",76807,1159973,"3 / (4)",159.55
72,Fitch,Alex,AUS,24,"1995-03-19 00:00:00",77461,9045054,"3 / (4)",158.07
73,Tomita,Ruki,JPN,,,81778,9305337,"3 / (4)",156.78
74,Nordin,"Mira Strand",NOR,34,"1985-02-13 00:00:00",72743,,"2 / (2)",154.48
75,Lefevre,Lucile,FRA,24,"1995-11-10 00:00:00",75864,9195093,"1 / (1)",153.58
76,Enne,Merika,FIN,27,"1992-06-24 00:00:00",75242,9185026,"2 / (2)",149.33
77,Petrig,Ramona,SUI,22,"1997-03-04 00:00:00",80755,9515144,"2 / (2)",148.01
78,Edwards,Kiersten,USA,19,"2000-01-13 00:00:00",82057,9535402,"3 / (3)",146.89
79,Brodrick,Danielle,USA,23,"1996-05-07 00:00:00",81991,9535339,"3 / (5)",146.19
80,Ikola,Henna,FIN,21,"1998-04-26 00:00:00",84790,9185051,"3 / (5)",146.14
81,Asaya,Jurin,JPN,,,91510,,"2 / (2)",141.30
82,Mitsuoka,Runa,JPN,,,91294,9305349,"3 / (3)",140.00
83,Zajac,Joanna,POL,,,79866,1439986,"3 / (5)",139.13
