position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
1,Kim,Chloe,USA,19,"2000-04-23 00:00:00",77873,9535393,"3 / (8)",1000.00
2,Clark,Kelly,USA,36,"1983-07-26 00:00:00",65566,1470811,"3 / (8)",878.70
3,Mastro,Maddie,USA,19,"2000-02-22 00:00:00",77905,9535389,"3 / (9)",852.37
4,Liu,Jiayu,CHN,27,"1992-09-17 00:00:00",77457,1129974,"3 / (7)",834.00
5,Gold,Arielle,USA,23,"1996-05-04 00:00:00",76874,9535287,"3 / (9)",794.39
6,Cai,Xuetong,CHN,26,"1993-09-26 00:00:00",79864,1129975,"3 / (7)",762.36
7,Matsumoto,Haruna,JPN,26,"1993-07-26 00:00:00",76642,9305166,"3 / (7)",749.47
8,Castellet,Queralt,ESP,30,"1989-06-17 00:00:00",75419,1499921,"3 / (7)",732.21
9,Tomita,Sena,JPN,20,"1999-10-05 00:00:00",81785,9305313,"3 / (11)",729.69
10,Oe,Hikaru,JPN,24,"1995-08-03 00:00:00",79067,9305241,"3 / (11)",698.21
11,Hight,Elena,USA,30,"1989-08-17 00:00:00",42143,7539968,"3 / (7)",648.37
12,Imai,Kurumi,JPN,20,"1999-09-24 00:00:00",84354,9305315,"3 / (11)",638.60
13,Thovex,Mirabelle,FRA,28,"1991-08-24 00:00:00",72764,9195025,"3 / (6)",624.36
14,Bright,Torah,AUS,32,"1986-12-27 00:00:00",43778,1049932,"3 / (4)",564.44
15,Teter,Hannah,USA,32,"1987-01-27 00:00:00",50723,7313934,"3 / (5)",536.75
16,Arthur,Emily,AUS,20,"1999-04-24 00:00:00",75465,9045073,"3 / (11)",506.60
17,Rodriguez,Sophie,FRA,31,"1988-07-07 00:00:00",27981,1756476,"3 / (5)",497.29
18,Li,Shuang,CHN,27,"1992-06-27 00:00:00",79950,1129977,"3 / (7)",457.69
19,Tomita,Ruki,JPN,,,81778,9305337,"3 / (3)",449.05
20,Valentine,Anna,USA,,,92954,9535435,"3 / (7)",417.65
21,Wicki,Berenice,SUI,17,"2002-09-24 00:00:00",85772,9515179,"3 / (9)",414.25
22,Rohrer,Verena,SUI,23,"1996-04-08 00:00:00",82499,9515128,"3 / (5)",413.40
23,Kalapos,Zoe,USA,22,"1997-04-17 00:00:00",84471,9535344,"3 / (7)",405.43
24,Nicoll,Mercedes,CAN,35,"1983-12-05 00:00:00",64606,1526101,"3 / (8)",395.94
25,Crawford,Holly,AUS,35,"1984-02-10 00:00:00",72758,1049941,"3 / (6)",385.88
26,Verdnik,Kaja,SLO,20,"1999-02-23 00:00:00",87134,1569999,"3 / (12)",361.14
27,Ettel,Leilani,GER,18,"2001-07-05 00:00:00",88773,9205072,"3 / (6)",361.04
28,Maud,Tessa,USA,,,95320,9535486,"3 / (6)",353.56
29,Tsuyuki,Katie,CAN,37,"1982-03-04 00:00:00",78367,7105024,"3 / (5)",340.45
30,Qiu,Leng,CHN,,,92442,9125003,"3 / (7)",331.80
31,Kazama,Runa,JPN,,,83837,9305309,"3 / (4)",326.59
32,Fenton,Summer,USA,25,"1994-06-19 00:00:00",76965,9535225,"3 / (6)",322.76
33,Hosking,Elizabeth,CAN,18,"2001-07-22 00:00:00",87908,9105347,"3 / (10)",320.94
34,Irwin,Calynn,CAN,30,"1989-02-24 00:00:00",67468,7105068,"3 / (10)",311.96
35,Ono,Mitsuki,JPN,,,91506,9305411,"3 / (4)",310.33
36,Wu,Shaotong,CHN,,,92443,9125004,"3 / (6)",305.67
37,Edwards,Noelle,USA,22,"1996-12-23 00:00:00",82478,9535272,"3 / (8)",294.82
38,Minami,Sayano,JPN,22,"1997-05-01 00:00:00",83795,9305268,"3 / (3)",290.70
39,Tamada,Takara,JPN,,,89491,9305310,"3 / (4)",261.93
40,Schuetz,Elena,SUI,16,"2003-04-26 00:00:00",91723,,"3 / (4)",258.72
41,Barrett,"Madison Taylor",USA,21,"1998-04-01 00:00:00",79379,9535342,"3 / (5)",257.37
42,Grimal,Clemence,FRA,25,"1994-03-04 00:00:00",77865,9195071,"2 / (2)",255.37
43,Sannomiya,Mizuki,JPN,,,93166,9305273,"3 / (4)",247.60
44,Asaya,Junna,JPN,21,"1998-09-16 00:00:00",87724,9305289,"3 / (4)",240.24
45,Kwon,Sunoo,KOR,20,"1999-01-14 00:00:00",91104,9325030,"3 / (8)",216.69
46,Black,Margie,USA,,,96505,9535502,"3 / (4)",216.64
47,White,Kinsley,USA,,,86544,9535485,"3 / (4)",216.06
48,Thurgood,Jade,USA,,,95866,9535487,"3 / (3)",215.55
49,Spiteri,Jenise,MLT,27,"1992-09-20 00:00:00",83071,9535341,"3 / (8)",209.63
50,Taka,Eveliina,FIN,,,93436,9185078,"3 / (3)",209.53
51,Obregon,Taylor,USA,22,"1996-12-02 00:00:00",83924,9535385,"3 / (9)",208.91
52,Shafer,Kaili,USA,,,88165,9535441,"3 / (4)",198.92
53,Mori,Momoha,JPN,,,95206,9305391,"3 / (5)",197.20
54,Puhakka,Iina,FIN,19,"2000-02-25 00:00:00",92529,9185066,"3 / (5)",195.69
55,Lee,Minju,KOR,,,97722,,"3 / (6)",190.37
56,Prantis,Mary,USA,,,92955,9535448,"3 / (3)",183.14
57,Mitsuoka,Runa,JPN,,,91294,9305349,"2 / (2)",177.08
58,Atkins,Savanna,USA,,,83026,9535396,"3 / (5)",173.67
59,Carew,Kayleigh,USA,,,96500,9535509,"3 / (3)",172.55
60,Kaji,Manon,JPN,,,98108,,"2 / (2)",167.90
61,Ballantyne,Becca,CAN,,,83320,9105374,"3 / (9)",161.05
62,Izumi,Kira,JPN,,,95418,9305378,"3 / (3)",159.77
63,Komine,Sakura,JPN,,,83796,9305277,"1 / (1)",156.75
64,Kaneko,Hinata,JPN,,,94985,9305408,"3 / (4)",151.03
65,Lehtinen,Sini,FIN,19,"2000-05-25 00:00:00",93267,9185075,"3 / (4)",147.90
66,Defelice,Rachel,CAN,,,97470,,"2 / (2)",142.33
67,Gisler,Bianca,SUI,16,"2003-02-15 00:00:00",93678,9515199,"3 / (3)",139.74
68,Imai,Mero,JPN,,,76735,,"2 / (2)",136.77
69,Simsovits,Alexandria,USA,,,96994,9535536,"3 / (4)",136.26
70,Raisanen,Ida,FIN,,,93268,9185070,"3 / (4)",136.21
71,Minagi,Ran,JPN,,,97165,,"3 / (3)",134.42
72,Kolodziej,Klementyna,POL,,,78149,9435051,"3 / (8)",126.40
73,Pikkujamsa,Elli,FIN,20,"1999-10-24 00:00:00",86333,9185059,"2 / (2)",123.55
75,Mueller,Anna,SUI,18,"2001-08-06 00:00:00",92402,9515204,"2 / (2)",118.96
76,Lee,Na-Yoon,KOR,,,97550,,"3 / (5)",118.47
77,Kitamura,Hazuki,JPN,,,98107,,"2 / (2)",118.37
79,Kralj,Eva,SLO,19,"2000-10-04 00:00:00",86726,9565003,"3 / (9)",114.34
80,Rusin,Katarzyna,POL,25,"1994-01-21 00:00:00",75553,9435027,"1 / (1)",114.04
81,Hatta,Rika,JPN,28,"1991-08-31 00:00:00",73886,9305089,"1 / (1)",113.25
82,Kolodziej,Shirly,SUI,,,94140,,"2 / (2)",111.78
83,Craig,Dakota,NZL,24,"1995-02-20 00:00:00",92449,9415029,"3 / (6)",111.01
84,Niemelae,Carola,FIN,20,"1999-02-11 00:00:00",93235,9185071,"3 / (4)",105.44
85,Jia,Yanru,CHN,,,96064,9125015,"1 / (1)",104.21
86,Jeong,Yurim,KOR,21,"1998-03-09 00:00:00",86414,9325024,"3 / (3)",103.00
87,Cohen,Gabby,USA,,,96123,9535491,"3 / (5)",102.26
88,Sato,Rin,JPN,,,94987,9305409,"3 / (4)",101.37
89,Rivera,Riley,USA,,,97648,,"3 / (3)",97.75
90,Kitazawa,Asuka,JPN,,,89577,,"3 / (4)",97.17
91,Boesch,Lia-Mara,SUI,25,"1994-09-03 00:00:00",86595,9515157,"1 / (1)",96.32
92,Goto,Hinako,JPN,,,93167,9305316,"3 / (5)",96.01
93,Fukuda,Hina,JPN,,,94989,9305412,"2 / (2)",95.00
94,Kita,Fuwari,JPN,,,94999,9305439,"2 / (2)",94.68
95,Mori,Meibi,JPN,,,96530,,"3 / (4)",90.75
96,Steffensen,Tina,NOR,18,"2001-02-01 00:00:00",92491,9425046,"3 / (3)",88.35
97,Bogart,Ashley,USA,,,98060,,"2 / (2)",88.23
98,Molodyh,Livia,USA,20,"1999-06-30 00:00:00",86675,9535403,"1 / (1)",88.17
99,Davies,Taylor,CAN,20,"1999-06-07 00:00:00",91028,9105332,"3 / (3)",87.91
100,Danuser,Mona,SUI,,,93677,9515205,"2 / (2)",87.86
101,Ito,Hitomi,JPN,,,87733,,"3 / (3)",86.41
